MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,YAW,ROLL,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-4.98,0,0,108.90596774593,0.00258277936633046,4.45829780605762E-05,0,304.543701171875,43.5853996276855,166.064361572266,0.850103605239029,3.77121947328913E-11,51.0744094848633,0.00026367522673354,95.2042144276202,-6362518.4299692
-4.88,0,0,108.905974151567,0.00262644556634302,5.08929437300809E-05,0,304.543701171875,43.5854072570801,166.064361572266,0.979105766492985,3.80174254526465E-11,51.0744094848633,0.000268122701072571,95.2042151326314,-6362518.42999036
-4.78,0,0,108.905973124318,0.0025657978461324,4.55258755037383E-05,0,304.543701171875,43.5853996276855,166.064361572266,0.911326602456783,3.81117789362834E-11,51.0744094848633,0.00026193937685548,95.2042148625478,-6362518.43027819
-4.68,0,0,108.905970205553,0.00261033981264654,3.91296493713956E-05,0,304.543701171875,43.5853881835938,166.064376831055,0.725392339446605,3.80670905302005E-11,51.0744094848633,0.000266498629002854,95.2042148932815,-6362518.43006432
-4.58,0,0,108.905972686596,0.00256796892190721,4.61510229210113E-05,0,304.543701171875,43.5853958129883,166.064361572266,0.913271403346865,3.81243723255122E-11,51.0744094848633,0.000262159947851615,95.2042157975957,-6362518.43017222
-4.48,0,0,108.905969692394,0.00260442403242122,4.64846704031747E-05,0,304.543701171875,43.5853996276855,166.064361572266,0.892725673418147,3.77684416991337E-11,51.0744094848633,0.000265882180997323,95.2042143847793,-6362518.43003821
-4.38,0,0,108.905969849788,0.00256513246621911,5.21686513435608E-05,0,304.543701171875,43.5853996276855,166.064376831055,1.05126309147486,3.78680837883444E-11,51.0744094848633,0.000261858511976243,95.2042147992179,-6362518.43017126
-4.28,0,0,108.905972528271,0.00261584451371359,4.43924995269613E-05,0,304.543701171875,43.585391998291,166.064376831055,0.849847948796678,3.82577155933365E-11,51.0744094848633,0.000267052166464055,95.2042158041149,-6362518.43012163
-4.18,0,0,108.905970837921,0.00256772319293075,5.63235169392648E-05,0,304.543701171875,43.5853996276855,166.064376831055,1.16165577507946,3.79077911838885E-11,51.0744094848633,0.00026211412568955,95.2042144825682,-6362518.43037034
-4.08,0,0,108.905968202278,0.00260964446790058,4.20170569570267E-05,0,304.543670654297,43.5853996276855,166.064361572266,0.792748062127221,3.79177061157609E-11,51.0744094848633,0.000266423037601271,95.2042153645307,-6362518.43007314
