MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,YAW,ROLL,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-4.92,0,0,108.513987171464,0.00260024414092998,6.19005846922247E-05,0,331.396942138672,223.742309570313,180.003112792969,1.37216049568618,3.85036801212702E-11,51.0744094848633,0.00026542248849637,94.8121234960854,-6362518.43091191
-4.82,0,0,108.513990171254,0.00261448577164361,1.61249224937094E-05,0,331.396942138672,223.742294311523,180.003128051758,0.360187992445454,3.80532191762582E-11,51.0744094848633,0.000266946785245636,94.8121232092381,-6362518.43246733
-4.72,0,0,108.513990748674,0.00264029208669877,8.39767377700358E-05,0,331.396942138672,223.742294311523,180.003128051758,1.82994643350533,3.80156398629256E-11,51.0744094848633,0.00026945042452553,94.8121232446283,-6362518.43129309
-4.62,0,0,108.513984766789,0.00260426720022365,5.74171141725659E-05,0,331.396942138672,223.742294311523,180.003112792969,1.26928714385374,3.84891652594388E-11,51.0744094848633,0.000265843859097004,94.8121224194765,-6362518.43239176
-4.52,0,0,108.513986501843,0.00263217134942561,8.00704853917884E-05,0,331.396942138672,223.742294311523,180.003128051758,1.75052802894575,3.86336226379744E-11,51.0744094848633,0.000268633272526131,94.8121228050441,-6362518.43132816
-4.42,0,0,108.513991997577,0.00260997093654912,3.5516302868989E-05,0,331.396911621094,223.742294311523,180.003082275391,0.787094440253675,3.87646853060134E-11,51.0744094848633,0.000266466204038807,94.8121240893379,-6362518.43202859
-4.32,0,0,108.513989501633,0.00261016664215284,5.31240523316857E-05,0,331.396942138672,223.742294311523,180.003143310547,1.17428179170998,3.8339559858485E-11,51.0744094848633,0.00026645565230865,94.8121229354292,-6362518.43111323
-4.22,0,0,108.51398534514,0.00260717201084983,6.86149996925001E-05,0,331.39697265625,223.742294311523,180.003143310547,1.51492184980275,3.79335443206208E-11,51.0744094848633,0.000266112890926706,94.8121221978217,-6362518.43184931
-4.12,0,0,108.51398534514,0.00260954207833741,6.25313441122178E-05,0,331.396942138672,223.742309570313,180.003112792969,1.38035367098195,3.82436369855998E-11,51.0744094848633,0.000266370579879549,94.8121227258816,-6362518.43165413
-4.02,0,0,108.513987171464,0.00258214176237528,7.61026584388865E-05,0,331.396942138672,223.742294311523,180.00309753418,1.69574643534233,3.84237975664115E-11,51.0744094848633,0.000263534846908442,94.8121222294867,-6362518.43175712
-3.92,0,0,108.513987750746,0.00259971902153395,5.73902723584773E-05,0,331.396942138672,223.742309570313,180.003128051758,1.27183295627992,3.83305028700466E-11,51.0744094848633,0.000265379419829515,94.8121223831549,-6362518.43195651
-3.82,0,0,108.513988329098,0.00260482907680895,8.00101206088799E-05,0,331.396942138672,223.742309570313,180.003112792969,1.76808007495344,3.84156013339786E-11,51.0744094848633,0.000265840370730075,94.8121227361262,-6362518.4306926
-3.72,0,0,108.513987750746,0.00263431025431978,5.38641237750987E-05,0,331.396911621094,223.742309570313,180.003082275391,1.179457137978,3.84329712396009E-11,51.0744094848633,0.000268919809059298,94.8121225843206,-6362518.43138784
-3.62,0,0,108.51398534514,0.00260694628454225,6.65184841174932E-05,0,331.396942138672,223.742294311523,180.003128051758,1.46895188826737,3.85238019710797E-11,51.0744094848633,0.000266095382471576,94.8121225927025,-6362518.43187039
-3.52,0,0,108.513991418295,0.00257168348477621,5.14107958485999E-05,0,331.396942138672,223.742294311523,180.003082275391,1.15151522038744,3.86899294338379E-11,51.0744094848633,0.000262529069232187,94.8121237521991,-6362518.43238902
-3.42,0,0,108.51398534514,0.00257582841072063,3.19857471174354E-05,0,331.396942138672,223.742294311523,180.003143310547,0.71862637495883,3.78453769996272E-11,51.0744094848633,0.000262984480286832,94.8121224846691,-6362518.43218945
-3.32,0,0,108.513985924423,0.00260785338351978,7.58657334599748E-05,0,331.396942138672,223.742294311523,180.003128051758,1.67370559789702,3.75199513723249E-11,51.0744094848633,0.000266161963168088,94.8121226262301,-6362518.43188447
-3.22,0,0,108.513988997787,0.00258682006813721,4.72430854377191E-05,0,331.396911621094,223.742294311523,180.00309753418,1.05269144982046,3.82296734484689E-11,51.0744094848633,0.000264083009597016,94.8121240185574,-6362518.43233143
-3.12,0,0,108.513987171464,0.00261177178050936,4.06405332005595E-05,0,331.396942138672,223.742309570313,180.003128051758,0.898078306767162,3.80021232873892E-11,51.0744094848633,0.000266642467408929,94.8121237438172,-6362518.43096147
-3.02,0,0,108.513987171464,0.00257214392842438,5.30520844457396E-05,0,331.396911621094,223.742294311523,180.003128051758,1.18872448247624,3.75512233192019E-11,51.0744094848633,0.000262572682345308,94.8121223337948,-6362518.43200355
-2.92,0,0,108.513987750746,0.00260395761810615,8.49215518009962E-05,0,331.396942138672,223.742294311523,180.003128051758,1.87696946067576,3.78709687382632E-11,51.0744094848633,0.000265735463358396,94.8121223682538,-6362518.43020815
-2.82,819.874389648438,819.874389648438,108.513986593112,0.00261585356028801,5.01550606928815E-05,16.052768214548,331.396911621094,223.742294311523,180.00309753418,1.10312772856989,3.80797270552476E-11,51.0737075805664,0.00026704242429787,94.8122277036309,-6362518.43292254
