MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.98,0,0,101.891539273784,5.44014879273306E-06,5.39693169784118E-06,0,82.7729731250642,2.72761788904197E-16,6.98772737450781E-08,91.0665469532833,-6362518.45215767
-6.78,0,0,101.891539134085,5.97423080186175E-06,5.93266883987269E-06,0,83.2365293948227,2.654101763832E-16,7.18263208909775E-08,91.0665469393134,-6362518.45217145
-6.58,0,0,101.891541307792,5.33455912549911E-06,5.33152584360825E-06,0,88.0681945538298,2.8783416698711E-16,1.83638348971726E-08,91.0665469421074,-6362518.45214647
-6.38,0,0,101.891539731063,5.72318143702247E-06,5.52932373463612E-06,0,75.0443390325238,2.75811395698339E-16,1.50803089127294E-07,91.0665469449013,-6362518.45216043
-6.18,0,0,101.891538676806,6.49292098502031E-06,6.20587865624523E-06,0,107.094507460731,2.80921412665655E-16,1792.88884262047,91.0665469132364,-6362518.45229328
-5.98,0,0,101.891539731063,5.716447536447E-06,5.66237873594167E-06,0,82.1135339614788,2.66667271947536E-16,8.00883981355582E-08,91.0665469402447,-6362518.45214717
-5.78,0,0,101.891540850513,5.47896575506056E-06,5.47290600035556E-06,0,87.3042527544758,2.93879699114106E-16,2.63066795014311E-08,91.0665469244123,-6362518.45216878
-5.58,0,0,101.891539273784,5.89667106608801E-06,5.89515993512729E-06,0,91.2904739709366,2.8934353204436E-16,1792.888842792,91.0665469961241,-6362518.45231655
-5.38,0,0,101.891541168094,5.42679458687069E-06,5.40375617176535E-06,0,95.2809402856504,2.6423478909105E-16,1792.88884281939,91.0665469570085,-6362518.4521629
-5.18,0,0,101.891539273784,5.78721451042474E-06,5.70954956391695E-06,0,80.6018072290697,2.60739090908002E-16,9.64804485192872E-08,91.0665469421074,-6362518.45216931
-4.98,0,0,101.891539731063,5.04883512952619E-06,5.0397549708062E-06,0,86.5619581023989,2.89218110141113E-16,3.09059942082968E-08,91.0665469309315,-6362518.45218416
-4.78,0,0,101.891539731063,5.96443334204388E-06,5.96414819988619E-06,0,89.4334667629579,2.86887132530999E-16,5.95377969148103E-09,91.0665469989181,-6362518.45230608
-4.58,0,0,101.891541307792,5.88340949585176E-06,5.88337886042187E-06,0,89.8145169479299,2.69713101359217E-16,1.93733740161406E-09,91.0665469225496,-6362518.45216005
-4.38,0,0,101.891539273784,5.9674687535465E-06,5.94294447164643E-06,0,95.1894192540768,2.77097354395654E-16,1792.88884274853,91.0665470007807,-6362518.45232112
-4.18,0,0,101.891539731063,5.35880134965034E-06,5.3569493560225E-06,0,91.5061336019544,2.74975003882688E-16,1792.88884285723,91.0665469365194,-6362518.45215999
