MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS,PITCH,HEADING,__PITCH,__YAW,__ROLL,__SRFPROGRADE_X,__SRFPROGRADE_Y,__SRFPROGRADE_Z,__PROGRADE_X,__PROGRADE_Y,__PROGRADE_Z,__NORMAL_X,__NORMAL_Y,__NORMAL_Z,THROTTLE
-4.9,0,0,108.793057304807,0.00260101048137935,5.94281561768574E-05,0,1.32075203928685,3.81452504871613E-11,51.0844078063965,0.000265506665755311,95.0936617106199,-6362518.42972334,89.9884247144667,152.046642771271,0.0102217914536595,0.00542892003431916,180.004959106445,-0.0123236645013094,0.0192396473139524,0.999738931655884,-1,2.08616256713867E-07,6.3776969909668E-06,3.91900539398193E-06,1.00000023841858,9.27597284317017E-07,1
-4.8,0,0,108.793056955561,0.00258717195101471,4.98547402443995E-05,0,1.11563274581921,3.80524326957483E-11,51.0844078063965,0.000264113960838586,95.0936613073573,-6362518.43031092,89.9884405711385,151.991238859104,0.0102096246555448,0.00542834307998419,180.004959106445,-0.0069359615445137,0.0179784130305052,0.999814331531525,-1,2.08616256713867E-07,6.3776969909668E-06,7.5995922088623E-07,1.00000011920929,3.72529029846191E-09,1
-4.7,0,0,108.793059825897,0.0026156069231642,6.53678140353946E-05,0,1.44358437291738,3.79013371489528E-11,51.0844078063965,0.000266982946186545,95.0936611210927,-6362518.4295848,89.9884274720011,152.046386279844,0.0102241840213537,0.00542503036558628,180.004959106445,-0.0135265067219734,0.021014342084527,0.999687671661377,-1,2.08616256713867E-07,6.3776969909668E-06,4.42564487457275E-06,1.00000011920929,1.31130218505859E-06,1
-4.6,0,0,108.793056271039,0.00256255564423235,4.84507689873731E-05,0,1.09483071794204,3.81636469823566E-11,51.0844078063965,0.000261602798104832,95.0936611406505,-6362518.43036736,89.9884276246534,152.073476880717,0.0102182636037469,0.00542459916323423,180.004959106445,-0.00647373264655471,0.0177643243223429,0.999821245670319,-1,1.19209289550781E-07,6.25848770141602E-06,3.05473804473877E-06,1.00000023841858,8.60542058944702E-07,1
-4.5,0,0,108.793057125062,0.00259752863515387,4.44275498106792E-05,0,0.991487566167002,3.8299154694182E-11,51.0844078063965,0.000265181682948423,95.0936613222584,-6362518.43041855,89.9884297450804,151.998925265594,0.0102160489186645,0.00543309515342116,180.004959106445,-0.00591320171952248,0.0160489622503519,0.999853730201721,-1,2.08616256713867E-07,6.3776969909668E-06,8.13603401184082E-06,1.00000011920929,2.57790088653564E-06,1
-4.4,0,0,108.793060330674,0.00259374886835791,5.46922729897831E-05,0,1.21978258881029,3.82285762104778E-11,51.0844078063965,0.000264775664618355,95.0936618298292,-6362518.42985459,89.9884297450804,151.998925258478,0.0102156549692154,0.00543236453086138,180.004959106445,-0.0111431833356619,0.0179013665765524,0.999777674674988,-1,2.08616256713867E-07,6.3776969909668E-06,1.23828649520874E-05,1,3.87430191040039E-06,1
-4.3,0,0,108.793057304807,0.00258429054134483,4.45354354317483E-05,0,0.998309510827434,3.81974220348703E-11,51.0844078063965,0.000263829625282597,95.0936613455415,-6362518.43080611,89.9884265064367,152.039707666366,0.0102232284843922,0.00542632397264242,180.004959106445,-0.00234258035197854,0.017073193565011,0.999851524829865,-1.00000023841858,1.78813934326172E-07,6.07967376708984E-06,2.11596488952637E-06,1.00000011920929,4.20957803726196E-07,1
-4.2,0,0,108.793055410497,0.00257781609509941,4.45166991488636E-05,0,1.00100514259156,3.80456631122774E-11,51.0844078063965,0.000263168483456866,95.0936611453071,-6362518.43036379,89.9884292779427,152.002384368736,0.010212916880846,0.00543564418330789,180.004959106445,-0.00646848045289516,0.0160118509083986,0.999850869178772,-1,1.19209289550781E-07,6.25848770141602E-06,1.65402889251709E-06,1.00000023841858,3.20374965667725E-07,1
-4.1,0,0,108.793057984672,0.00260608435445506,6.21460004746062E-05,0,1.37800861992338,3.81238559131935E-11,51.0844078063965,0.000266018395450374,95.0936618344858,-6362518.42983063,89.9884245902848,152.033148306069,0.0102213444188237,0.00543115381151438,180.004959106445,-0.0113110337406397,0.020993247628212,0.999715626239777,-1,2.08616256713867E-07,6.3776969909668E-06,-6.92903995513916E-06,1.00000023841858,-2.50712037086487E-06,1
-4,0,0,108.793059019372,0.00258494699854164,7.18661786805693E-05,0,1.6046044683628,3.81103073378822E-11,51.0844078063965,0.000263833812596204,95.0936609599739,-6362518.42930498,89.9884197431615,151.992988653763,0.0102253165096045,0.00543786305934191,180.004959106445,-0.0162866152822971,0.022531908005476,0.999613463878632,-1,2.08616256713867E-07,6.3776969909668E-06,1.1444091796875E-05,1.00000023841858,3.3155083656311E-06,1
