TIME,THRUST,ALTITUDE,GROUNDSPEED,TWR,AoA
0.16,0,93.3351578395814,2.6404066258736E-06,0,0.0920787627596481
0.36,0,93.3351588463411,1.49187880261798E-05,0,0.562650567479808
0.56,0,93.3351588463411,1.76179026895137E-05,0,0.665852829307683
0.76,0,93.3351580677554,9.68306214439097E-06,0,0.360740350975845
0.96,0,93.3351578395814,1.11657901498116E-05,0,0.411221685269346
1.16,0,93.3351578395814,1.7118969213395E-05,0,0.63704033489295
1.36,0,93.3351584644988,2.47661948338477E-05,0,0.924507997003213
1.56,0,93.3351588463411,9.35816674364407E-06,0,0.348392633813905
1.76,0,93.335158618167,2.4658353321043E-05,0,0.90406227367614
1.96,0,93.335158618167,3.0437281781429E-05,0,1.11610381462447
2.16,0,93.3351578395814,7.68821747475307E-06,0,0.28511716788393
2.36,0,93.3351588463411,1.41381284623039E-05,0,0.532518844282341
2.56,0,93.3351578395814,5.52980759246802E-06,0,0.204202899042882
2.76,0,93.3351588463411,1.61154282550066E-05,0,0.603137456597657
2.96,0,93.3351578395814,1.42822564248732E-05,0,0.529793536842937
3.16,0,93.3351580677554,1.39063343348893E-05,0,0.524998409626193
3.36,0,93.3351578395814,7.602209593738E-06,0,0.288253238091642
3.56,0,93.3351584644988,1.83329358122079E-05,0,0.704840800980055
3.76,0,93.3351580677554,1.57369917017577E-05,0,0.59009342064707
3.96,0,93.3351580677554,1.25933585922356E-05,0,0.475469343242524
4.16,247.056579589844,93.4766199784353,0.000957295894107689,0.0118521392539729,0.0140194326400917
4.36,247.063411712646,95.8393589751795,0.00455243487921293,0.0117495812745882,0.00912644773543829
4.56,247.080249786377,101.233167301863,0.00921718480945451,0.0116464656305125,0.0069630019455157
4.76,247.107204437256,109.684186701663,0.0154833975073404,0.0115436488523954,0.00454349690142734
4.96,46.8759155273438,119.648487596773,0.0199805252715139,0.0550265233263673,0.0043819196106958
5.16,46.8859367370605,130.061225159094,0.0246942555970036,0.0549132538819271,0.00368822823704013
5.36,46.8963394165039,140.866562561132,0.029622814826597,0.0547997243523741,0.00440928653397526
5.56,46.9070587158203,152.007495223545,0.0352752849146349,0.054685845552895,0.00778497843513847
5.76,46.9180850982666,163.486302131787,0.0416603491000692,0.0545715142441707,0.0140704838806854
5.96,46.9294319152832,175.305401109159,0.0486182920742833,0.0544567683002217,0.0218177740892183
6.16,46.941089630127,187.466610519215,0.0560512435956692,0.0543416874401936,0.0255404414843191
6.36,46.9530639648438,199.972053340636,0.0636295872790217,0.0542261660350146,0.0252900921340518
6.56,46.9653549194336,212.824277415872,0.0712575028348913,0.0541102169109901,0.0219058582792767
6.76,46.9779624938965,226.025203643367,0.0788166700249719,0.0539939950017016,0.0193132464849039
6.96,46.9908866882324,239.575555728748,0.0851247629239642,0.0538776500138533,0.0239245970343505
7.16,47.0041275024414,253.47544821538,0.0906158232439564,0.0537611945446504,0.0378871070762045
7.36,47.0176792144775,267.72574833408,0.0950350551290154,0.0536444600896401,0.0590584204066064
7.56,47.031551361084,282.328731207177,0.0974282448571595,0.0535272659937242,0.0848740036232406
7.76,47.0457344055176,297.287074862048,0.0983172696767303,0.053409676562994,0.114272824042961
7.96,47.0602378845215,312.602475351654,0.0963818393056123,0.0532918812693232,0.145042822689807
8.16,47.0750579833984,328.275338946842,0.092806585838151,0.0531740035042499,0.177191468276157
8.36,47.0901870727539,344.306047304533,0.0875942733405483,0.0530559885000579,0.211541237004857
8.56,47.1056327819824,360.695930986665,0.0805095141934401,0.052937663112458,0.247267211479729
8.76,47.1213932037354,377.447346692905,0.0728676900099113,0.0528189157974596,0.284060317053127
8.96,47.1374683380127,394.562911212444,0.0665226935533004,0.0526997999361404,0.321545797222519
9.16,47.1538553237915,412.044500462711,0.0660151035829449,0.0525804124920029,0.358365843083538
9.36,47.1705589294434,429.893765481189,0.0757639352227702,0.0524607558672009,0.394116404859229
9.56,47.1875801086426,448.112387306988,0.0961185565379218,0.0523408316983889,0.429098511570939
9.76,47.2049102783203,466.702111179009,0.126082589436899,0.0522206521904267,0.461350009686186
9.96,47.2225561141968,485.664473127574,0.162915550890121,0.0521002075694498,0.490608526843155
10.16,47.2405166625977,505.001174882054,0.20601111934923,0.051979536924719,0.515339991658274
10.36,47.2587871551514,524.713436870836,0.253865275252605,0.0518587490563407,0.534355842992832
10.56,47.2773694992065,544.801941919141,0.305817838139193,0.0517378343025763,0.5478014118274
10.76,47.2962636947632,565.268024536781,0.361601071820393,0.0516166439759609,0.557128201930109
10.96,47.3154640197754,586.114340925589,0.420454309105096,0.051495040901877,0.560352217679454
11.16,47.3349771499634,607.344298656099,0.482544927308578,0.051372955217822,0.559498558025861
11.36,47.3548059463501,628.961531831883,0.547032154134356,0.0512503667044318,0.552318081772351
11.56,47.3749437332153,650.969725769013,0.613518711789472,0.0511274567560271,0.54001830677845
11.76,47.3953981399536,673.36997312028,0.680249187802,0.0510044865879747,0.522455581594387
11.96,47.4161586761475,696.162392438389,0.747850284464421,0.0508815655347407,0.501682770360999
12.16,47.4372291564941,719.346686656587,0.816443818752868,0.0507586365440234,0.475357753481575
12.36,47.4586019515991,742.923276125453,0.884343802120392,0.0506356348192691,0.447764191888086
12.56,47.4802808761597,766.893707464449,0.951954935337723,0.0505123830000886,0.419498581290211
12.76,47.5022621154785,791.260694419965,1.0191426264987,0.0503887724190124,0.39053512772119
12.96,47.5245504379272,816.027179336175,1.08548269740673,0.0502648610904282,0.360115350190744
13.16,47.5471382141113,841.195583575405,1.15104817100893,0.0501407200560132,0.331759053958022
13.36,47.5700340270996,866.768115327694,1.21611388260324,0.0500162427239533,0.303822332147237
13.56,47.5932312011719,892.747930110432,1.27998996677317,0.0498914490136483,0.278142399449596
13.76,47.6167297363281,919.137465129606,1.34360440396769,0.0497664919679165,0.25643179812998
13.96,47.6405324935913,945.937770946883,1.4066291579037,0.0496415213545691,0.240813162153988
14.16,47.6646299362183,973.148758662865,1.46995116580455,0.0495165995141215,0.228659488099758
14.36,47.689022064209,1000.77060130704,1.53314854280356,0.0493917636845372,0.223857432637747
14.56,47.7137069702148,1028.80370967835,1.59814990475198,0.0492668431263473,0.222094871613234
14.76,47.7386865615845,1057.25042243674,1.6647132429957,0.0491415686168671,0.224388012212582
14.96,47.7639598846436,1086.11487676855,1.7329495273368,0.0490158591515853,0.230301496764813
15.16,47.7895202636719,1115.40089468379,1.80369174619583,0.0488897994019031,0.240215634428192
15.36,47.8153762817383,1145.11139866896,1.87679199964509,0.0487635629510646,0.252704054959831
15.56,47.8415250778198,1175.24755680654,1.95271872969705,0.0486373197901545,0.267526314453325
15.76,47.867959022522,1205.81033549272,2.03307895388573,0.0485110451132288,0.283113672442404
15.96,47.8946781158447,1236.80136633571,2.11651672210556,0.0483845321528494,0.296400084231657
16.16,47.9216823577881,1268.22439080942,2.20375783178138,0.0482576940128749,0.312374750294369
16.36,47.9489736557007,1300.08227584045,2.29507139837685,0.0481307105952581,0.322247444696448
16.56,47.976544380188,1332.37603606004,2.38963857818299,0.0480037411454016,0.328134233043872
16.76,48.0043973922729,1365.10678067245,2.48694582984716,0.0478767502368422,0.328715941970592
16.96,48.032527923584,1398.27626882121,2.58567924378979,0.0477495463385877,0.3248223252113
17.16,48.0609340667725,1431.88843189087,2.68728694352514,0.0476220198207214,0.31835141543043
17.36,48.0896186828613,1465.94667334296,2.79027132114793,0.0474942301155643,0.311078519974084
17.56,48.1185741424561,1500.453567666,2.8939436961023,0.0473663608410198,0.29928395045223
17.76,48.1478061676025,1535.4106400162,2.99815229808469,0.0472385225760941,0.288115488777258
17.96,48.1773061752319,1570.81870432757,3.10302961079613,0.0471106664737041,0.27526069831338
18.16,48.2070732116699,1606.67973064911,3.20779530991228,0.046982706605382,0.262285463639155
18.36,48.2371101379395,1642.99637348019,3.31278002855129,0.046854647451904,0.251733844471618
18.56,48.2674045562744,1679.77036311943,3.41980768174978,0.0467264984092126,0.248362944490197
18.76,48.2979621887207,1717.00384581741,3.53005685874622,0.0465982561753906,0.245675243749441
18.96,48.3287782669067,1754.69860265683,3.64106463422791,0.0464699276075211,0.239890634017723
19.16,48.3598489761353,1792.85751078092,3.75289671199855,0.0463414939331156,0.23582139726311
19.36,48.3911762237549,1831.48367838375,3.86743347649447,0.0462128520956262,0.232667386934419
19.56,48.422758102417,1870.58027267177,3.98339508190887,0.0460840162062617,0.231897101874004
19.76,48.45458984375,1910.14990474284,4.10095591120097,0.0459551408115836,0.235440809357155
19.96,48.4866704940796,1950.1937092552,4.22209528425289,0.0458263714818699,0.241349945673614
20.16,48.5189952850342,1990.71210141014,4.34563250617414,0.0456977243074878,0.246499882146604
20.36,48.5515594482422,2031.70578923076,4.4719486849329,0.0455690335886859,0.251310388167065
20.56,48.5843620300293,2073.17760455422,4.60115375634707,0.0454401402658695,0.252964535729089
20.76,48.6174001693726,2115.13127912488,4.73241721985312,0.0453110836396896,0.252804744950748
20.96,48.650673866272,2157.56843401026,4.86502855849188,0.045182071743582,0.253338899718762
21.16,48.6841716766357,2200.48917524703,5.00048184606787,0.0450532491748035,0.251233441578618
21.36,48.7178983688354,2243.89284052327,5.13598639679132,0.0449246520744417,0.246432660720189
21.56,48.7518405914307,2287.7790297959,5.27333597325846,0.0447961228880824,0.240804024543176
21.76,48.7859983444214,2332.15005889442,5.41204116723931,0.0446674041649253,0.234528405670742
21.96,48.8203725814819,2377.00935096294,5.55171959459562,0.0445383994658058,0.227152042967856
22.16,48.854959487915,2422.36031079479,5.69337729834918,0.0444091780185335,0.219102527891906
22.36,48.8897533416748,2468.20544981025,5.83598413729453,0.0442798203018058,0.207139474747811
22.56,48.9247541427612,2514.54637129698,5.97919411517685,0.0441504890624361,0.198978082872305
22.76,48.9599552154541,2561.38345490023,6.12210416795515,0.0440213038882483,0.195782737152387
22.96,48.9953536987305,2608.71607275121,6.26722775261474,0.0438922199501426,0.19193492912292
23.16,49.0309467315674,2656.54479036853,6.41378827195018,0.0437631779276837,0.187706489884624
23.36,49.0667247772217,2704.86951875314,6.56136303265168,0.0436342800677704,0.182552444837271
23.56,49.102686882019,2753.68964779191,6.70970336958153,0.0435055332127652,0.177499938974789
23.76,49.1388235092163,2803.00537738483,6.85877227725282,0.0433767819304317,0.172382613557051
23.96,49.1751384735107,2852.81833772641,7.00864735523562,0.0432478981891778,0.166984973964195
24.16,49.2116212844849,2903.13087277021,7.15927864125515,0.0431188492721957,0.160688322990509
24.36,49.2482709884644,2953.94502875488,7.31058525548583,0.0429897199981681,0.153427696896964
24.56,49.2850894927979,3005.26155948266,7.46241661738052,0.0428606650007212,0.145959830164888
24.76,49.322060585022,3057.07971576136,7.61480156137242,0.042731810664731,0.139580614790535
24.96,49.3591890335083,3109.39848601259,7.76792458857933,0.0426031053158344,0.135493136679951
25.16,49.3964643478394,3162.21766528208,7.922062340831,0.0424744719890921,0.132679405785883
25.36,49.4338827133179,3215.53733377997,8.07729841045426,0.0423459101128282,0.130176836661595
25.56,49.4714422225952,3269.35753080249,8.23355179083055,0.0422174222678331,0.127156725065382
25.76,49.5091323852539,3323.67826299369,8.39066901445738,0.0420890183027004,0.122957744647762
