MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS,PITCH,HEADING,__PITCH,__YAW,__ROLL,__SRFPROGRADE_X,__SRFPROGRADE_Y,__SRFPROGRADE_Z,__PROGRADE_X,__PROGRADE_Y,__PROGRADE_Z,__NORMAL_X,__NORMAL_Y,__NORMAL_Z,THROTTLE
-4.98,0,0,111.900140557438,0.00317887129858425,8.45586240523716E-05,0,1.6300166335193,5.87113613869312E-11,124.245887756348,0.000324463795891461,97.2095070919022,-6362518.41641897,89.761363630918,0.796598049174878,359.761383056641,-0.00332238990813494,180.009567260742,-0.0244586784392595,-0.0104567157104611,0.999646127223969,-1,-5.96046447753906E-08,7.56978988647461E-06,-5.99771738052368E-07,1,-2.1402956917882E-07,1\n
-4.88,0,0,111.900141471066,0.00321596826910188,9.65439058595547E-05,0,1.80393205776623,5.91623569721955E-11,124.245887756348,0.000328218441950412,97.2095081182197,-6362518.41582531,89.7613529149016,0.797978681172526,359.761383056641,-0.00332780764438212,180.009582519531,-0.0286093428730965,-0.00909533631056547,0.999549269676209,-1,-5.96046447753906E-08,7.80820846557617E-06,-7.43195414543152E-07,1.00000023841858,-3.01661202684045E-07,1\n
-4.78,0,0,111.900140627287,0.00317637231586164,0.000105554781690796,0,1.97267783161757,5.91216410798752E-11,124.245887756348,0.000324144366572909,97.2095070146024,-6362518.4153921,89.7613492405141,0.799736941164028,359.761383056641,-0.00333634321577847,180.009582519531,-0.0322407186031342,-0.0080530121922493,0.999447703361511,-1.00000011920929,0,7.56978988647461E-06,-1.17719173431396E-06,1.00000023841858,-4.16795955970883E-07,1\n
-4.68,0,0,111.900142453611,0.00320912393881169,9.53481084402143E-05,0,1.81644774037081,5.87849864627876E-11,124.245887756348,0.000327522932821012,97.2095077428967,-6362518.41608254,89.7613447539808,0.799721871761176,359.761352539063,-0.00333673506975174,180.00959777832,-0.0267457272857428,-0.0129402205348015,0.999558508396149,-1,-5.96046447753906E-08,7.80820846557617E-06,1.52736902236938E-07,1.00000011920929,-1.23982317745686E-07,1\n
-4.58,0,0,111.900140695274,0.0031665418808631,9.35854789707011E-05,0,1.84149100834058,5.87035927022094E-11,124.245887756348,0.000323178522194212,97.2095071738586,-6362518.41650357,89.7613320517174,0.802039560968952,359.761352539063,-0.00334627879783511,180.009567260742,-0.0239125564694405,-0.0173683799803257,0.999563157558441,-1,-5.96046447753906E-08,7.56978988647461E-06,-1.20513141155243E-06,1.00000011920929,-4.05358150601387E-07,1\n
-4.48,0,0,111.900141471066,0.00318939293188782,0.000103637861420721,0,1.96508758567729,5.88821928038417E-11,124.245887756348,0.000325480987612536,97.2095075575635,-6362518.41568656,89.7613417678878,0.797823034798756,359.761352539063,-0.00332767423242331,180.009582519531,-0.0298922434449196,-0.0127418246120214,0.99947190284729,-1.00000011920929,0,7.56978988647461E-06,2.16066837310791E-07,1.00000011920929,-8.73114913702011E-08,1\n
-4.38,0,0,111.900141539983,0.0031897991501151,0.000104383819878936,0,1.9874556650229,5.91200115650205E-11,124.245887756348,0.000325520001524637,97.2095073666424,-6362518.41573846,89.76133989102,0.797580929080374,359.761352539063,-0.00332484859973192,180.009582519531,-0.0294976234436035,-0.0141690764576197,0.999464392662048,-1.00000011920929,0,7.56978988647461E-06,-6.79865479469299E-07,1.00000011920929,-2.86207068711519E-07,1\n
-4.28,0,0,111.900142383762,0.00322229519054504,9.61368149754138E-05,0,1.80085111636605,5.88904360185473E-11,124.245887756348,0.000328865988421967,97.2095072986558,-6362518.41588558,89.7613588969523,0.797998729280326,359.761383056641,-0.00332918367348611,180.009582519531,-0.0281038749963045,-0.0100146858021617,0.999554812908173,-1,-5.96046447753906E-08,7.80820846557617E-06,-3.8929283618927E-07,1.00000011920929,-2.09634890779853E-07,1\n
-4.18,0,0,111.900140557438,0.00319347569608354,0.000107928481425103,0,2.03844812322795,5.94941960234075E-11,124.245887756348,0.000325883559980866,97.2095080176368,-6362518.41551521,89.7613456892578,0.794649184826348,359.761352539063,-0.00331068318337202,180.009582519531,-0.0311424341052771,-0.013128599151969,0.999428749084473,-1.00000011920929,0,7.56978988647461E-06,-1.28522515296936E-07,1.00000023841858,-3.25118890032172E-07,1\n
-4.08,0,0,111.900140627287,0.0031689252365198,0.00011450559147436,0,2.14272157612486,5.93546690153015E-11,124.245887756348,0.000323351806173378,97.2095068600029,-6362518.41505579,89.7613565195172,0.802476866835529,359.761383056641,-0.00334478844888508,180.009567260742,-0.0348647609353065,-0.00949190370738506,0.999346971511841,-1,-5.96046447753906E-08,7.56978988647461E-06,1.42492353916168E-06,1.00000023841858,2.26718839257956E-08,1\n
