log_1543254098.13307.csv,ToTheMoon 2 @ Watt  1,1543254098.13307
log_1543255174.39355.csv,ToTheMoon 2 @ Watt  1,1543255174.39355
log_1543255192.61284.csv,ToTheMoon 2 @ Watt  1,1543255192.61284
log_1543255237.1485.csv,ToTheMoon 2 @ Watt  1,1543255237.1485
log_1543256136.39182.csv,ToTheMoon 2 @ Watt  1,1543256136.39182
log_1543257353.69786.csv,ToTheMoon 2 @ Watt  1,1543257353.69786
log_1543259632.39347.csv,ToTheMoon 2 @ Watt  1,1543259632.39347
log_1543259682.65687.csv,ToTheMoon 2 @ Watt  1,1543259682.65687
log_1543260997.76894.csv,ToTheMoon 2 @ Watt  1,1543260997.76894
log_1543264599.87394.csv,ToTheMoon 2 @ Watt  1,1543264599.87394
log_1544726571.50127.csv,ToTheMoon 2 @ Watt  1,1544726571.50127
log_1544730693.0982.csv,ToTheMoon 2 @ Watt  1,1544730693.0982
log_1544730722.03577.csv,ToTheMoon 2 @ Watt  1,1544730722.03577
log_1544737351.64274.csv,ToTheMoon 2 @ Watt  1,1544737351.64274
log_1544737551.26155.csv,ToTheMoon 2 @ Watt  1,1544737551.26155
log_1544737726.40461.csv,ToTheMoon 2 @ Watt  1,1544737726.40461
log_1544737962.02592.csv,ToTheMoon 2 @ Watt  1,1544737962.02592
log_1544738285.24106.csv,ToTheMoon 2 @ Watt  1,1544738285.24106
log_1544985575.2293.csv,ToTheMoon 2 @ Watt  1,1544985575.2293
log_1544986664.76548.csv,ToTheMoon 3 @ Watt  1,1544986664.76548
log_1544986752.24669.csv,ToTheMoon 3 @ Watt  1,1544986752.24669
log_1544987926.80611.csv,ToTheMoon 3 @ Watt  1,1544987926.80611
log_1544989674.14562.csv,ToTheMoon 3 @ Watt  1,1544989674.14562
log_1544992091.45613.csv,ToTheMoon 3 @ Watt  1,1544992091.45613
log_1544993615.45322.csv,ToTheMoon 3 @ Watt  1,1544993615.45322
log_1544993630.19357.csv,ToTheMoon 3 @ Watt  1,1544993630.19357
log_1545056493.67582.csv,ToTheMoon 3 @ Watt  1,1545056493.67582
log_1545057415.66338.csv,ToTheMoon 3 @ Watt  1,1545057415.66338
log_1545058794.57901.csv,ToTheMoon 3 @ Watt  1,1545058794.57901
log_1545058879.30398.csv,ToTheMoon 3 @ Watt  1,1545058879.30398
log_1545059057.91411.csv,ToTheMoon 3 @ Watt  1,1545059057.91411
log_1545061637.4403.csv,ToTheMoon 3 @ Watt  1,1545061637.4403
log_1545061875.79664.csv,ToTheMoon 3 @ Watt  1,1545061875.79664
log_1545063294.06671.csv,ToTheMoon 3 @ Watt  1,1545063294.06671
log_1545081122.48303.csv,ToTheMoon 3 @ Watt  1,1545081122.48303
log_1545083080.42797.csv,ToTheMoon 3 @ Watt  1,1545083080.42797
log_1545132586.58488.csv,ToTheMoon 3 @ Watt  1,1545132586.58488
log_1545134750.92771.csv,ToTheMoon 3 @ Watt  1,1545134750.92771
log_1545137055.38946.csv,ToTheMoon 3 @ Watt  1,1545137055.38946
log_1545138085.65146.csv,ToTheMoon 3 @ Watt  1,1545138085.65146
log_1545145236.68876.csv,ToTheMoon 3 @ Watt  1,1545145236.68876
log_1545145880.48428.csv,ToTheMoon 3 @ Watt  1,1545145880.48428
log_1545146420.74123.csv,ToTheMoon 3 @ Watt  1,1545146420.74123
log_1545146968.95264.csv,ToTheMoon 3 @ Watt  1,1545146968.95264
log_1545148625.03599.csv,ToTheMoon 3 @ Watt  1,1545148625.03599
log_1545149907.35347.csv,ToTheMoon 3 @ Watt  1,1545149907.35347
log_1545150891.30937.csv,ToTheMoon 3 @ Watt  1,1545150891.30937
log_1545152832.6358.csv,ToTheMoon 3 @ Watt  1,1545152832.6358
log_1545153726.68429.csv,ToTheMoon 3 @ Watt  1,1545153726.68429
log_1545165604.57212.csv,ToTheMoon 3 @ Watt  1,1545165604.57212
log_1545166966.0449.csv,ToTheMoon 3 @ Watt  1,1545166966.0449
log_1545214433.87108.csv,ToTheMoon 3 @ Watt  1,1545214433.87108
log_1545216073.2008.csv,ToTheMoon 3 @ Watt  1,1545216073.2008
log_1545216897.54824.csv,ToTheMoon 3 @ Watt  1,1545216897.54824
log_1545234344.93019.csv,ToTheMoon 3 @ Watt  1,1545234344.93019
log_1545235732.53038.csv,ToTheMoon 3 @ Watt  1,1545235732.53038
log_1545237611.05532.csv,ToTheMoon 3 @ Watt  1,1545237611.05532
log_1545240742.59799.csv,ToTheMoon 3 @ Watt  1,1545240742.59799
log_1545242212.77861.csv,ToTheMoon 3 @ Watt  1,1545242212.77861
log_1545243293.73842.csv,ToTheMoon 3 @ Watt  1,1545243293.73842
log_1545245042.03855.csv,ToTheMoon 3 @ Watt  1,1545245042.03855
log_1545246228.40782.csv,ToTheMoon 3 @ Watt  1,1545246228.40782
log_1545247135.69945.csv,ToTheMoon 3 @ Watt  1,1545247135.69945
log_1545316513.38297.csv,ToTheMoon 3 @ Watt  1,1545316513.38297
log_1545318463.52762.csv,ToTheMoon 3 @ Watt  1,1545318463.52762
