TIME,THRUST,ALTITUDE,SPEED,GROUNDSPEED,TWR,AoA,APOAPSIS,PERIAPSIS
113.92,0,7744.41615883168,240.533672914659,124.654223874461,0,0.269167139813201,9911.24053976778,-6361837.0765522
114.12,0,7703.21754644997,240.553714084665,123.852036222576,0,0.271690415627511,9880.71335693728,-6361844.61172634
114.32,0,7661.91822369117,240.572456655486,123.051548170685,0,0.26795922222934,9849.96590846404,-6361851.98807359
114.52,0,7620.51955186948,240.589902799192,122.252645714862,0,0.258874308998723,9819.00144927111,-6361859.21112854
114.72,0,7579.02288143802,240.605931918528,121.455190778905,0,0.247968028571771,9787.82046126388,-6361866.28267366
114.92,0,7537.42954923026,240.620509965187,120.659155925929,0,0.239134627589238,9756.42413544748,-6361873.20057266
115.12,0,7495.74089367874,240.633664156823,119.864668072491,0,0.235703212886662,9724.8132710401,-6361879.96197144
115.32,0,7453.95825492498,240.64531085797,119.071749740122,0,0.238004028005765,9692.98724893946,-6361886.56811931
115.52,0,7412.08297710307,240.655398038687,118.280437085216,0,0.243293992709606,9660.9460725747,-6361893.02402921
115.72,0,7370.11640791129,240.663821027618,117.490644966474,0,0.247467944875898,9628.68991955463,-6361899.33901392
115.92,0,7328.05988918338,240.670528710665,116.702256147661,0,0.247532338311071,9596.22063770797,-6361905.52211233
116.12,0,7285.91475253925,240.675422849671,115.915116413352,0,0.242593585564435,9563.53930380847,-6361911.5822294
116.32,0,7243.68231926672,240.678488421995,115.129121946103,0,0.234490773808076,9530.64839534182,-6361917.52287451
116.52,0,7201.36389573198,240.679696316307,114.344198799342,0,0.226065204736153,9497.54964688979,-6361923.34429046
116.72,0,7158.96078486554,240.678962100239,113.560369161894,0,0.220529997098148,9464.24228592776,-6361929.04500244
116.92,0,7116.47428626753,240.676377274821,112.777730463399,0,0.21962847139051,9430.72901292704,-6361934.62328571
117.12,0,7073.90570545476,240.671805608207,111.996307146593,0,0.222498472917746,9397.00778581761,-6361940.08305792
117.32,0,7031.25635099225,240.665166316216,111.216086314728,0,0.22642055855074,9363.0783652328,-6361945.43048259
117.52,0,6988.52753303014,240.656457840884,110.437018976066,0,0.228253438008481,9328.94286874495,-6361950.67531266
117.72,0,6945.72055810317,240.645626277511,109.659021492047,0,0.226419330845857,9294.60249548219,-6361955.82560821
117.92,0,6902.836716922,240.632683377202,108.882039392199,0,0.22113701954247,9260.05969754048,-6361960.88697951
118.12,0,6859.87727948185,240.617634572292,108.105996775822,0,0.214334714275099,9225.31697386783,-6361965.86142521
118.32,0,6816.84349498339,240.600562260377,107.330961100756,0,0.208512988838959,9190.37710227631,-6361970.74798037
118.52,0,6773.73660050612,240.581513078732,106.556981388305,0,0.205940641280213,9155.24219067488,-6361975.54523494
118.72,0,6730.55782236997,240.560469035139,105.784125016856,0,0.206990133542099,9119.91255899332,-6361980.25509209
118.92,0,6687.30838097353,240.537542990687,105.012508923126,0,0.210070482948242,9084.39123259019,-6361984.88171146
119.12,0,6643.9894921314,240.512622734681,104.242076025924,0,0.212687345184564,9048.67757987045,-6361989.43309738
119.32,0,6600.60235766694,240.485809235809,103.472894807399,0,0.212647405501332,9012.77485918812,-6361993.91685985
119.52,0,6557.14816887956,240.457065988046,102.704851994624,0,0.209670683567796,8976.68486627657,-6361998.33934883
119.72,0,6513.62809656374,240.426440245571,101.937973333729,0,0.20453499093701,8940.40995577443,-6362002.70309803
119.92,0,6470.04329379462,240.394020068085,101.172208325826,0,0.199454155354396,8903.95426805597,-6362007.00897415
120.12,0,6426.39489632379,240.359787851777,100.407646160646,0,0.196437109179553,8867.31787477434,-6362011.25519514
120.32,0,6382.68403300177,240.323836095518,99.6443488967164,0,0.196448715624801,8830.50385347568,-6362015.44329935
120.52,0,6338.91182701848,240.286100382817,98.8823585422127,0,0.198856840342585,8793.51163461246,-6362019.57745407
120.72,0,6295.07939520851,240.24667209479,98.1217999455264,0,0.201475601238437,8756.34365722351,-6362023.66245187
