MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS,__PITCH,__YAW,__ROLL,__SRFPROGRADE_X,__SRFPROGRADE_Y,__SRFPROGRADE_Z,__PROGRADE_X,__PROGRADE_Y,__PROGRADE_Z,__NORMAL_X,__NORMAL_Y,__NORMAL_Z,THROTTLE
-3.96,0,0,110.046246999875,0.00261298970446912,8.0069052079239E-05,0,1.75359975506093,3.82733411380659E-11,51.0744094848633,0.000266673950818586,96.3443846264854,-6362518.42391629,-0.00382640468887985,0.00954966899007559,180.011901855469,-0.00445204926654696,0.0303174965083599,0.999530375003815,-1,1.19209289550781E-07,6.3776969909668E-06,3.1590461730957E-06,1.00000011920929,-1.22189521789551E-05,1
-3.86,0,0,110.046248016879,0.00261110833157358,6.11741394760408E-05,0,1.34019039621787,3.79741711305338E-11,51.0744094848633,0.000266533958892978,96.3443842520937,-6362518.42400848,-0.0038384220097214,0.00956201273947954,180.011901855469,-0.00360735878348351,0.0231490321457386,0.999725520610809,-1.00000011920929,1.19209289550781E-07,6.25848770141602E-06,1.34110450744629E-06,1,-5.15580177307129E-06,1
-3.76,0,0,110.046247839928,0.00257929385494143,7.65125202483135E-05,0,1.69794704426977,3.84118268629352E-11,51.0744094848633,0.000263242827713839,96.3443843591958,-6362518.42380135,-0.00383022986352444,0.00955692492425442,180.011917114258,-0.00558009557425976,0.0291345287114382,0.999559938907623,-1.00000023841858,1.78813934326172E-07,6.19888305664063E-06,1.49011611938477E-06,1.00000011920929,-5.7518482208252E-06,1
-3.66,0,0,110.0462475596,0.00262127070025906,6.17442193758611E-05,0,1.34752981391875,3.8498800903312E-11,51.0744094848633,0.000267570504433934,96.3443841952831,-6362518.42398554,-0.00383234978653491,0.00955477077513933,180.011901855469,-0.00380354863591492,0.0232459083199501,0.999722540378571,-1,1.49011611938477E-07,6.31809234619141E-06,1.49011611938477E-06,1,-5.87105751037598E-06,1
-3.56,0,0,110.046248297207,0.00262168604463943,7.40356701507483E-05,0,1.61715837786348,3.8422410986666E-11,51.0744094848633,0.000267580417471436,96.3443843601272,-6362518.42356589,-0.00383427669294178,0.00954901892691851,180.011901855469,-0.00764662679284811,0.0271847825497389,0.999601185321808,-1,1.49011611938477E-07,6.31809234619141E-06,3.45706939697266E-06,1,-1.36792659759521E-05,1
-3.46,0,0,110.0462475596,0.00262925231327813,7.86702290860275E-05,0,1.71131972774236,3.87615599246625E-11,51.0744094848633,0.000268339532681239,96.3443847978488,-6362518.42422937,-0.00382641376927495,0.00955830421298742,180.011917114258,-0.00156516744755208,0.0298801735043526,0.999552249908447,-1,1.49011611938477E-07,6.31809234619141E-06,-1.13248825073242E-06,1.00000011920929,4.82797622680664E-06,1
-3.36,0,0,110.046248753555,0.00260397841273563,4.65380467813275E-05,0,1.02031926279861,3.8646519924383E-11,51.0744094848633,0.000265836674770981,96.3443841338158,-6362518.42438697,-0.00383319146931171,0.00955445691943169,180.011901855469,-0.000126930768601596,0.0178713891655207,0.999840259552002,-1.00000011920929,1.19209289550781E-07,6.25848770141602E-06,-2.92062759399414E-06,1.00000023841858,1.2516975402832E-05,1
-3.26,0,0,110.046244787984,0.00260715091713294,6.47185518474808E-05,0,1.42256272241158,3.85393789711228E-11,51.0744094848633,0.000266121037043376,96.3443841300905,-6362518.42337234,-0.00383730605244637,0.0095550986006856,180.011932373047,-0.00947178434580565,0.0229453649371862,0.999691843986511,-1,1.19209289550781E-07,6.3776969909668E-06,3.30805778503418E-06,1.00000011920929,-1.28746032714844E-05,1
-3.16,0,0,110.046248753555,0.00263018876175467,7.0282891945823E-05,0,1.527392721211,3.86719442879197E-11,51.0744094848633,0.00026845944694287,96.3443842772394,-6362518.42440904,-0.00382720050401986,0.00955084525048733,180.011901855469,7.58271489758044E-05,0.0267215594649315,0.999642908573151,-1,1.49011611938477E-07,6.31809234619141E-06,3.99351119995117E-06,1,-1.53779983520508E-05,1
-3.06,0,0,110.046249873936,0.00263482665192997,6.77915601302581E-05,0,1.47268375304828,3.8718609460811E-11,51.0744094848633,0.000268939838065307,96.3443842967972,-6362518.42379227,-0.00383044220507145,0.0095554618164897,180.011901855469,-0.00554530508816242,0.0251243524253368,0.999668955802917,-1,1.49011611938477E-07,6.31809234619141E-06,-3.87430191040039E-07,1.00000011920929,1.84774398803711E-06,1
-2.96,0,0,110.046248297207,0.00262075662039075,8.0645939012042E-05,0,1.76109977510451,3.86927923984789E-11,51.0744094848633,0.000267465554543378,96.3443843415007,-6362518.42388659,-0.00382099719718099,0.00954869668930769,180.011917114258,-0.00471088057383895,0.0304092522710562,0.99952644109726,-1,1.19209289550781E-07,6.3776969909668E-06,-2.14576721191406E-06,1,8.76188278198242E-06,1
-2.86,819.907043457031,819.907043457031,110.046248016879,0.00259940037821884,6.89578457520696E-05,16.053407561291,1.51767351694988,3.85573403584308E-11,51.0737075805664,0.000265318295532779,96.344489062205,-6362518.42401401,-0.00382250268012285,0.00956989731639624,180.01188659668,-0.00356723414734006,0.0262874402105808,0.999648034572601,-1,1.78813934326172E-07,6.31809234619141E-06,-2.05636024475098E-06,1,8.37445259094238E-06,1
-2.76,819.907043457031,819.907043457031,110.046243001707,0.00260263076713856,4.43125646745421E-05,16.053407561291,0.973086559533454,3.82254718817849E-11,51.0737075805664,0.000265703017817032,96.3444885211065,-6362518.42415407,-0.00384359946474433,0.00954717863351107,180.01188659668,-0.00227078259922564,0.016873961314559,0.999855041503906,-1.00000011920929,1.19209289550781E-07,6.25848770141602E-06,5.0663948059082E-07,1.00000011920929,-1.34110450744629E-06,1
-2.66,819.907043457031,819.907043457031,110.046246262267,0.00259738389142181,5.60785454376131E-05,16.053407561291,1.23604221726532,3.81037094034837E-11,51.0737075805664,0.000265143988258387,96.3444889215752,-6362518.42377593,-0.00383020285516977,0.00955335237085819,180.011917114258,-0.00577123649418354,0.020804775878787,0.999766886234283,-1.00000011920929,1.19209289550781E-07,6.25848770141602E-06,-3.57627868652344E-06,1.00000023841858,1.4960765838623E-05,1
-2.56,819.907043457031,819.907043457031,110.046246719547,0.00259206542292146,6.12639639427841E-05,16.053407561291,1.3526145327035,3.8056434022115E-11,51.0737075805664,0.000264588829736567,96.3444889280945,-6362518.42386735,-0.00382543238811195,0.00955507718026638,180.011901855469,-0.00493575446307659,0.0231139920651913,0.999720633029938,-1.00000011920929,1.19209289550781E-07,6.25848770141602E-06,1.16229057312012E-06,1.00000011920929,-4.38094139099121E-06,1
-2.46,819.907043457031,819.907043457031,110.04624598287,0.00259282512463461,6.46812266951039E-05,16.053407561291,1.4272643055597,3.79038812230205E-11,51.0737075805664,0.000264657943603197,96.3444889076054,-6362518.42396461,-0.00382909015752375,0.00955521874129772,180.011901855469,-0.00403384305536747,0.0246179811656475,0.999688804149628,-1.00000011920929,1.19209289550781E-07,6.25848770141602E-06,-3.27825546264648E-07,1.00000011920929,1.60932540893555E-06,1
-2.36,819.907043457031,819.907043457031,110.046246719547,0.00258524077377325,5.96661653301924E-05,16.053407561291,1.31995048011296,3.78905361007976E-11,51.0737075805664,0.000263895621856136,96.3444887939841,-6362518.42407871,-0.0038310345262289,0.00954440329223871,180.011901855469,-0.00298595847561955,0.0228855665773153,0.999733626842499,-1.00000011920929,1.19209289550781E-07,6.19888305664063E-06,-1.37090682983398E-06,1,6.31809234619141E-06,1
