MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS,__PITCH,__YAW,__ROLL,__PROGRADE_PITCH,__PROGRADE_YAW,__PROGRADE_ROLL,__NORMAL_PITCH,__NORMAL_YAW,__NORMAL_ROLL,THROTTLE
124.52,1000.27703857422,1000.27703857422,77545.3671660535,4200.47984764307,4028.44508054231,119.988648933161,14.1038710275472,0.0024813948633777,8.33643054962158,185.463552540413,187401.255208037,-5150998.56624303,3.2727518081665,272.362365722656,176.952346801758,3.28502035140991,285.024291992188,270.881164550781,273.401092529297,270,94.6087112426758,1
124.62,1000.27716064453,1000.27716064453,77664.3256911132,4211.85758908629,4040.35908310462,120.472710954269,14.1238407009274,0.00244741180645901,8.30293560028076,185.912417171971,187769.894559565,-5143170.3597915,3.27304363250732,272.294128417969,176.835006713867,3.28738045692444,284.983795166016,270.879302978516,273.402709960938,270.000030517578,94.4921646118164,1
124.72,1000.27716064453,1000.27716064453,77783.2659946829,4223.28234927345,4052.32209635143,120.960679551021,14.1438915239323,0.0024138406283776,8.26944065093994,186.36504338278,188139.699046766,-5135272.94644289,3.27335095405579,272.225708007813,176.697357177734,3.28974413871765,284.943237304688,270.87744140625,273.404602050781,269.999969482422,94.3654937744141,1
124.82,1000.27728271484,1000.27728271484,77902.1870109821,4234.75447647023,4064.33449314499,121.452632029935,14.1640065686974,0.0023806800232186,8.23594570159912,186.821486531886,188510.677444961,-5127305.44807772,3.27362084388733,272.157196044922,176.885284423828,3.29210114479065,284.902557373047,270.875549316406,273.406341552734,270.000030517578,94.4537811279297,1
124.92,1000.27734375,1000.27734375,78021.0876615997,4246.27426276063,4076.39657341841,121.948594872649,14.1841951998087,0.0023479309985987,8.2024507522583,187.281808163684,188882.846229128,-5119267.02268477,3.27384471893311,272.088500976563,176.774307250977,3.29446148872375,284.86181640625,270.873687744141,273.408081054688,270,94.3410949707031,1
125.02,1000.27734375,1000.27734375,78139.9668562589,4257.84212535359,4088.5087659915,122.448617409921,14.2044925645957,0.00231558878305795,8.16895580291748,187.746077051673,189256.226188157,-5111156.73137028,3.27406072616577,272.019653320313,176.768249511719,3.29682517051697,284.820983886719,270.871795654297,273.410064697266,269.999969482422,94.3005828857422,1
125.12,1000.27746582031,1000.27746582031,78258.823492053,4269.45847313421,4100.67149816285,122.952772292003,14.2248520270766,0.0022836564936681,8.13546085357666,188.214359228999,189630.833736081,-5102973.62265701,3.27426815032959,271.950653076172,176.890838623047,3.29918885231018,284.780029296875,270.869903564453,273.411865234375,270.000122070313,94.3519897460938,1
125.22,1000.27746582031,1000.27746582031,78377.6564535592,4281.12364105147,4112.88511690021,123.461080636905,14.2452836270435,0.00225212575237849,8.10196590423584,188.686720631832,190006.685795433,-5094716.78555289,3.27446031570435,271.881530761719,176.798812866211,3.30155444145203,284.739013671875,270.868011474609,273.413513183594,270.000091552734,94.2492141723633,1
125.32,1000.27752685547,1000.27752685547,78496.4646109808,4292.83803337688,4125.15003699952,123.973616865859,14.2658169941506,0.00222099541339977,8.06847095489502,189.163233787946,190383.804101812,-5086385.25093104,3.27468132972717,271.812225341797,176.802490234375,3.30391979217529,284.697937011719,270.866088867188,273.415344238281,269.999938964844,94.2154083251953,1
125.42,1000.27752685547,1000.27752685547,78615.2468242338,4304.60206859697,4137.46669277875,124.490433435937,14.2864060092348,0.00219026472097256,8.03497505187988,189.643970799889,190762.208108235,-5077978.02220558,3.27488589286804,271.742797851563,176.901611328125,3.30627846717834,284.65673828125,270.864166259766,273.417114257813,270,94.2544250488281,1
125.52,1000.27764892578,1000.27764892578,78734.0019374741,4316.41610935311,4149.83546036972,125.011577371588,14.3070686563751,0.00215992744240256,8.00148010253906,190.129002825548,191141.916202109,-5069494.12811793,3.27509307861328,271.673217773438,176.856552124023,3.30865073204041,284.615478515625,270.862243652344,273.419006347656,270.000030517578,94.1833953857422,1
125.62,1000.27764892578,1000.27764892578,78852.72878078,4328.2805951594,4162.25679341994,125.53707993087,14.3278228390565,0.00212998152617738,7.9679856300354,190.618407178644,191522.950674583,-5060932.53073896,3.27532029151917,271.603454589844,176.824890136719,3.31102299690247,284.574096679688,270.860290527344,273.420837402344,270,94.1221923828125,1
125.72,1000.27777099609,1000.27777099609,78971.4261720441,4340.19593148874,4174.73111205346,126.067049715406,14.3486505737864,0.00210042176441667,7.93449020385742,191.112260235167,191905.332087169,-5052292.19995485,3.2755274772644,271.533569335938,176.883895874023,3.31338000297546,284.532653808594,270.858367919922,273.422576904297,269.999877929688,94.1326293945313,1
