TIME,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,APOAPSIS,PERIAPSIS
-3.92,0,0,101.143929972313,0.00315429938825862,7.512464575861E-06,0,0.17209859064912,5.55790843140742E-11,90.3078276449814,-6362518.45644881
-3.72,0,0,101.143930310383,0.00315844030371415,5.09903421502277E-06,0,0.116623623065495,5.5544895614718E-11,90.3078275043517,-6362518.45640149
-3.52,0,0,101.143930195831,0.00315685197927462,4.20571508314135E-06,0,0.146141963623412,5.54895802504278E-11,90.3078278675675,-6362518.45663481
-3.32,0,0,101.143930608407,0.00315031017139017,2.99993948983263E-06,0,0.133651631842332,5.56338969843209E-11,90.3078278321773,-6362518.45660869
-3.12,0,0,101.143930533901,0.00315619313744315,6.33144900319559E-06,0,0.124950427743363,5.55300603079582E-11,90.3078277073801,-6362518.45650096
-2.92,0,0,101.143930168822,0.00315832362229918,5.49788924128352E-06,0,0.156970645546903,5.56444190210657E-11,90.3078279048204,-6362518.45664403
-2.72,0,0,101.143930150196,0.00315154364416852,2.51459631646739E-06,0,0.128816460693631,5.56989788328133E-11,90.307827860117,-6362518.45656859
-2.52,0,0,101.143929321319,0.00316595570845837,4.75195300213055E-06,0,0.155093920843784,5.54758626645019E-11,90.3078275546432,-6362518.45665434
-2.32,0,0,101.143928986974,0.00314404233033791,1.07674869099156E-05,0,0.224538652322018,5.57350497530509E-11,90.3078276971355,-6362518.4566762
-2.12,0,0,101.143930787221,0.00312668053557434,1.72230090334341E-05,0,0.320588841422777,5.55716008994522E-11,90.307827975601,-6362518.45623345
-1.92,0,0,101.143930070102,0.00314274995556116,3.74719719432191E-06,0,0.113989484122885,5.50616924504851E-11,90.307827453129,-6362518.4565479
-1.72,0,0,101.143931675702,0.00315090446507213,7.1238630970749E-06,0,0.103439760503409,5.56130648934969E-11,90.3078278638422,-6362518.45638778
-1.52,0,0,101.143930781633,0.00316875283581648,4.36800597358382E-06,0,0.165141488664344,5.55262651087957E-11,90.3078280687332,-6362518.45666951
-1.32,0,0,101.143929372542,0.00313402705007835,7.15804829293898E-06,0,0.162142697853758,5.51717445382428E-11,90.3078275872394,-6362518.45659906
-1.12,0,0,101.143931178376,0.00315232682649638,1.58695371044248E-06,0,0.0857831898049671,5.54695052580571E-11,90.3078278452158,-6362518.45649909
-0.92,0,0,101.143931305036,0.00315182549429199,3.34335822766804E-06,0,0.114675841797082,5.55794672242019E-11,90.3078278377652,-6362518.45655688
-0.72,0,0,101.143931643106,0.00315513980681069,4.48121209176984E-06,0,0.148239144439204,5.5566336739769E-11,90.3078278880566,-6362518.45663704
-0.52,0,0,101.143930506893,0.00315935634088288,4.88010980301183E-06,0,0.016171419903041,5.55327261697454E-11,90.307827917859,-6362518.45629012
