MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.96,0,0,104.44004794769,0.00314784409566711,6.48395243981022E-06,0,89.5386388267176,0.521556495516324,5.63207146006449E-11,0.000321409571824915,93.6229877937585,-6362518.43781364
-6.9,0,0,104.440049749799,0.0031472907431863,5.36453899311146E-06,0,89.5386326765363,0.432335023483199,5.63317902422103E-11,0.000321353288882165,93.6229880321771,-6362518.43797077
-6.86,0,0,104.440048545599,0.00314265783170748,3.29243625353997E-06,0,89.5386433846076,0.521093749524402,5.6304660869705E-11,0.000320880532967749,93.6229879371822,-6362518.43800012
-6.8,0,0,104.440047596581,0.00315267340030216,7.61735529193198E-07,0,89.5386289924441,0.451712154932058,5.63250726844667E-11,0.000321903338090124,93.6229877714068,-6362518.43807157
-6.76,0,0,104.440048515797,0.00314934250466206,5.14911815987397E-06,0,89.5386398381894,0.408505136410534,5.63830537329945E-11,0.00032156281895368,93.6229877602309,-6362518.43803153
-6.7,0,0,104.440049432218,0.00315304222363324,1.21552155942076E-05,0,89.5386289924488,0.342417616415574,5.63837122516521E-11,0.0003219386182991,93.6229879483581,-6362518.4380228
-6.66,0,0,104.440049916506,0.00315113432394111,8.96956127798098E-06,0,89.5386411451233,0.578227709434108,5.64180416045347E-11,0.000321744899224541,93.6229879809543,-6362518.43770161
-6.6,0,0,104.440047985874,0.00314215589498531,9.88881396179281E-06,0,89.5386315173387,0.641504991339246,5.6447884488374E-11,0.000320827871746587,93.6229878040031,-6362518.43783354
-6.56,0,0,104.440047921613,0.0031455557558938,4.51546118903356E-06,0,89.5386332611656,0.48850765544577,5.63731436620387E-11,0.000321176271995682,93.6229877825826,-6362518.43790395
-6.5,0,0,104.440049691126,0.00314606653026026,5.92101399829431E-06,0,89.5386381044399,0.409762408592717,5.63643644569192E-11,0.000321228189591238,93.6229879725724,-6362518.43800558
