MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS,__PITCH,__YAW,__ROLL,__SRFPROGRADE_X,__SRFPROGRADE_Y,__SRFPROGRADE_Z,__PROGRADE_X,__PROGRADE_Y,__PROGRADE_Z,__NORMAL_X,__NORMAL_Y,__NORMAL_Z,THROTTLE
-4.94,0,0,113.046254416928,0.00263531020454928,7.32278646705301E-05,0,1.58617773410585,3.82838635878876E-11,51.0844078063965,0.00026897462805664,99.3468604125082,-6362518.40918987,-0.00378884491510689,0.00952042359858751,180.012359619141,0.00722930254414678,0.026830367743969,0.999613881111145,-1,1.49011611938477E-07,6.31809234619141E-06,3.814697265625E-06,1,-1.46925449371338E-05,1
-4.84,0,0,113.046253222972,0.002625143256876,5.91573708363355E-05,0,1.28619029793408,3.85169986031741E-11,51.0844078063965,0.000267972364099478,99.3468603491783,-6362518.40875141,-0.003771279938519,0.00952589977532625,180.01237487793,0.00324663100764155,0.022299824282527,0.999746084213257,-1,1.49011611938477E-07,6.31809234619141E-06,1.75833702087402E-06,1.00000011920929,-7.48038291931152E-06,1
-4.74,0,0,113.046253887936,0.0025854037837865,9.01731679640507E-05,0,1.9949374379506,3.9057957945509E-11,51.0844078063965,0.000263822220972543,99.3468613084406,-6362518.40842283,-0.00377327483147383,0.00952869467437267,180.012390136719,0.000244833208853379,0.0348769761621952,0.999391555786133,-1.00000023841858,1.78813934326172E-07,6.19888305664063E-06,4.14252281188965E-06,1,-1.64806842803955E-05,1
-4.64,0,0,113.046253222972,0.00260318322545008,0.000112162070022793,0,2.46698571054018,3.86137046928081E-11,51.0844078063965,0.000265551364577732,99.3468614965677,-6362518.40777254,-0.00378027348779142,0.00953201856464148,180.012390136719,-0.00575550273060799,0.04270039498806,0.999071359634399,-1,2.38418579101563E-07,6.3776969909668E-06,-8.04662704467773E-07,1,4.08291816711426E-06,1
-4.54,0,0,113.046255049296,0.00259379785066372,0.000102400107750339,0,2.25919423494905,3.82404867924024E-11,51.0844078063965,0.000264633439542195,99.3468622965738,-6362518.40822117,-0.00377909280359745,0.00952533632516861,180.012344360352,-0.00162293005269021,0.0394455045461655,0.999220430850983,-1.00000011920929,2.08616256713867E-07,6.25848770141602E-06,-2.92062759399414E-06,1.00000023841858,1.30534172058105E-05,1
-4.44,0,0,113.04625571426,0.00264430079961356,6.56130666918806E-05,0,1.41703816271368,3.82165431387554E-11,51.0844078063965,0.000269913383590392,99.346860348247,-6362518.40870054,-0.00377884437330067,0.00953692570328712,180.01237487793,0.00276122009381652,0.0246589314192533,0.99969208240509,-1,1.49011611938477E-07,6.3776969909668E-06,1.96695327758789E-06,1.00000011920929,-7.45058059692383E-06,1
-4.34,0,0,113.046258133836,0.00267319794374979,9.46541705110887E-05,0,2.02386197740885,3.86704705059357E-11,51.0844078063965,0.000272775900498345,99.3468608837575,-6362518.40906973,-0.00377144757658243,0.00953301321715117,180.012390136719,0.00604755664244294,0.0348882749676704,0.999372899532318,-1.00000011920929,2.08616256713867E-07,6.49690628051758E-06,1.96695327758789E-06,1,-7.56978988647461E-06,1
-4.24,0,0,113.046252942644,0.00258620601675843,8.64755761431964E-05,0,1.91405177568857,3.90659746024302E-11,51.0844078063965,0.000263917080360443,99.3468617266044,-6362518.40779632,-0.00378379132598639,0.00952861830592155,180.01237487793,-0.00557233672589064,0.0329696759581566,0.999440789222717,-1.00000023841858,1.78813934326172E-07,6.19888305664063E-06,-1.78813934326172E-07,1.00000023841858,1.40070915222168E-06,1
-4.14,0,0,113.046258767135,0.00261455431973946,0.000106497489597142,0,2.33106132093971,3.83708271122919E-11,51.0844078063965,0.000266737692300012,99.3468622174114,-6362518.40822522,-0.00377939129248261,0.0095273582264781,180.01237487793,-0.00157295225653797,0.0407022424042225,0.999170064926147,-1,2.38418579101563E-07,6.3776969909668E-06,-1.07288360595703E-06,1.00000011920929,4.91738319396973E-06,1
-4.04,0,0,113.046252558008,0.00262331406428382,7.54047237303572E-05,0,1.64243999800659,3.80784318624254E-11,51.0844078063965,0.000267742981236552,99.3468603445217,-6362518.40871468,-0.00377851841039956,0.00953133217990398,180.012344360352,0.00291270576417446,0.0285961255431175,0.999586820602417,-1,1.19209289550781E-07,6.3776969909668E-06,1.37090682983398E-06,1,-5.39422035217285E-06,1
