TIME,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,APOAPSIS,PERIAPSIS
-3.9,0,0,101.886114877649,0.00317162872889626,8.87492039345515E-06,0,0.0787190116694137,5.54211593671263E-11,91.0500405086204,-6362518.45281967
-3.7,0,0,101.886115096509,0.00314157188134646,6.59816506216313E-06,0,0.262829205797727,5.53274665783539E-11,91.0500406138599,-6362518.45234611
-3.5,0,0,101.886113553308,0.0031258206598672,8.21769929279495E-06,0,0.287664477796617,5.50892037904593E-11,91.0500397095457,-6362518.45226801
-3.3,0,0,101.886114371009,0.00313589936436197,5.36768652176634E-06,0,0.182733385814221,5.53581239150177E-11,91.0500394860283,-6362518.45232277
-3.1,0,0,101.886114506051,0.00313949812493932,9.27269741361052E-06,0,0.314910112934761,5.56093381148483E-11,91.050040458329,-6362518.45231956
-2.9,0,0,101.886114401743,0.00316281534270543,7.81243949879475E-06,0,0.13967910538703,5.53301839645932E-11,91.0500402841717,-6362518.4528553
-2.7,0,0,101.886114461347,0.0031618481251119,7.17750741674846E-06,0,0.275225876478191,5.51421333491527E-11,91.0500397374853,-6362518.452512
-2.5,0,0,101.886115415953,0.00315391831665192,3.706127368976E-06,0,0.105455601804418,5.56478626132811E-11,91.0500404117629,-6362518.45267108
-2.3,0,0,101.886116241105,0.00314741974336423,2.59443464548488E-06,0,0.194711002498951,5.53030996321197E-11,91.0500409500673,-6362518.45251321
-2.1,0,0,101.886115008965,0.00313735169385965,1.18401105765142E-05,0,0.360704110332548,5.50632162689363E-11,91.0500403223559,-6362518.45249516
-1.9,0,0,101.886113408022,0.00314568104560495,2.04951644911331E-06,0,0.114673392844975,5.49195891434431E-11,91.0500391852111,-6362518.45259635
-1.7,0,0,101.886114484631,0.00313028903217215,2.69235493424103E-06,0,0.195360355013227,5.56402284116023E-11,91.0500399777666,-6362518.45253127
-1.5,0,0,101.886114372872,0.00313376434328123,9.47888788895559E-06,0,0.0782560165149856,5.53092880880754E-11,91.050039941445,-6362518.45249542
-1.3,0,0,101.886114072055,0.00314473942302595,1.96931889533733E-05,0,0.232180206360348,5.52246201011178E-11,91.0500397253782,-6362518.45248552
-1.1,0,0,101.886116370559,0.00314691416674679,1.14085603130161E-05,0,0.355349917257248,5.55782338702048E-11,91.0500409007072,-6362518.45240047
-0.9,0,0,101.886115514673,0.00313917791244264,1.22706021719863E-06,0,0.169955170882637,5.50459730229062E-11,91.0500398715958,-6362518.45251107
-0.7,0,0,101.886115331203,0.00314275473860965,9.83897026347562E-06,0,0.325271912324914,5.55586213202561E-11,91.0500403577462,-6362518.45247863
-0.5,0,0,101.886114685796,0.00315825624348119,9.40577721082482E-06,0,0.0558254876309988,5.51400190669396E-11,91.0500398026779,-6362518.45278422
-0.3,0,0,101.886114921421,0.00311887141928653,1.08569616925385E-05,0,0.0924516373219064,5.5682247197338E-11,91.0500405933708,-6362518.45249657
-0.1,0,0,101.886114771478,0.00314450658705051,1.18739643855843E-05,0,0.361619572948914,5.53356498790554E-11,91.0500408587977,-6362518.45247789
0.1,435.507141113281,435.507141113281,101.886113786139,0.00314747207267881,7.27069996536348E-06,16.2814302086192,0.0868019024877639,5.4930434076428E-11,91.0500392038375,-6362518.45278846
0.3,435.507141113281,435.507141113281,101.886115750298,0.00316061859516247,4.29159622560079E-06,16.2814302086192,0.186166295980226,5.56015822595619E-11,91.0500404834747,-6362518.45235823
0.5,435.507141113281,435.507141113281,101.886115534231,0.00315720766378371,1.74667973067286E-06,16.2814302086192,0.11887448230352,5.57118482590683E-11,91.050041647628,-6362518.45258531
0.7,435.507141113281,435.507141113281,101.886119396426,0.00316513571282552,7.85468306619097E-06,16.2814302086192,0.289824887721827,5.5907191622128E-11,91.0500440392643,-6362518.45244544
0.9,435.507141113281,435.507141113281,101.886123008095,0.00316685263885921,3.30897642713444E-06,16.2814302086192,0.140283281675231,5.60493722555596E-11,91.0500475717708,-6362518.45267428
1.1,435.507141113281,435.507141113281,101.886126775295,0.00318380272946815,3.56356219407141E-06,16.2814302086192,0.0871455915368164,5.59741852650639E-11,91.0500525068492,-6362518.45255332
1.3,435.507141113281,435.507141113281,101.886133912019,0.0031934546560333,2.13560432140854E-06,16.2814302086192,0.110219007147834,5.63813859963439E-11,91.0500596845523,-6362518.45255402
1.5,435.507141113281,435.507141113281,101.886147041805,0.00322189084758598,5.80490183996351E-06,16.2814302086192,0.23232146861079,5.72511227762999E-11,91.050072286278,-6362518.45231537
1.7,435.507141113281,435.507141113281,101.886164096184,0.00323872931091064,3.57843689979856E-06,16.2814302086192,0.121738034464771,5.76582376659771E-11,91.0500887958333,-6362518.45267993
1.9,435.507141113281,435.507141113281,101.886188748293,0.00327499235613975,1.54505707375743E-05,16.2814302086192,0.12272549004132,5.91303923147015E-11,91.050114845857,-6362518.45273875
2.1,435.507141113281,435.507141113281,101.886230787262,0.00334702804732974,4.15179784337497E-06,16.2814302086192,0.0839585231353511,6.12156703881282E-11,91.0501554850489,-6362518.45264657
2.3,435.507171630859,435.507171630859,101.889956691302,0.0525751034763309,0.00101691079027867,16.2814313495185,1.00493906292321,1.49119555964493E-09,91.053994724527,-6362518.49043228
2.5,435.507202148438,435.507202148438,101.895826808177,0.0235417634522795,0.000706820844998872,16.2814324904179,1.78954735653616,5.88256303259204E-09,91.0597084434703,-6362518.42315993
2.7,435.507232666016,435.507232666016,101.898745714687,0.00803941035896896,4.82692043496959E-05,16.2814336313172,0.45320656288721,1.24446287426592E-09,91.0625797566026,-6362518.45056868
2.9,435.507232666016,435.507232666016,101.899878538214,0.00146168664994951,8.3147134157694E-05,16.2814336313172,3.19828760913007,1.13801517641726E-10,91.0637011807412,-6362518.45591012
3.1,435.507232666016,435.507232666016,101.900265441276,0.00101750015190979,2.45156505049426E-05,16.2814336313172,178.764232715159,1.1875800374405E-13,91.0640841722488,-6362518.45191739
3.3,435.507446289063,435.507446289063,101.948282112367,0.736329167791669,0.0145604278201936,16.4217310171633,0.991151074392754,1.53105360020532E-07,91.1884236838669,-6362518.82120816
3.5,435.509185791016,435.509185791016,102.241347501054,2.06195548738819,0.0357903306492261,16.4471589509793,0.914079139773074,9.92547451221229E-06,91.6730140605941,-6362519.46016236
3.7,435.512634277344,435.512634277344,102.799118592404,3.38704484682355,0.103193192391243,16.4726779007574,2.01492212085939,3.94676702327087E-05,92.6013131737709,-6362522.14425092
3.9,435.517791748047,435.517791748047,103.620530123822,4.71311661167072,0.120795640806527,16.4983166549892,2.3705913243311,8.86311793937492E-05,93.9745811400935,-6362522.52073791
4.1,435.524688720703,435.524688720703,104.706041906029,6.0438484657811,0.0708879042425312,16.5241198644437,1.83132895748796,0.000157533708498261,95.7967889336869,-6362518.13535359
4.3,435.533325195313,435.533325195313,106.05949328281,7.38479947285649,0.209886978165002,16.5501075762918,0.764651623440374,0.000246642911831912,98.0721346298233,-6362509.94062008
4.5,435.543670654297,435.543670654297,107.684485414997,8.7363555602116,0.420802297766791,16.576256808433,0.823140296733083,0.000356611011086054,100.804109989665,-6362500.90419216
4.7,435.555786132813,435.555786132813,109.581577664241,10.0944389505391,0.61007786103416,16.6025417468839,2.12114564653585,0.000487706823677012,103.995646055788,-6362492.98589193
