MET,THRUST,THRUSTAT,MAXTHRUST,MAXTHRUSTAT,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
6.42,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719045417383,1.52133851320056E-05,1.03861551616816E-05,14.3611926322875,136.447112116191,2.34806366647762E-15,1792.88950637577,92.6355103133246,-6362518.44448211
6.46,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719046693295,2.31143559026347E-05,2.07367428216589E-05,14.361191712496,115.4844225052,2.31197550291759E-15,1792.8895064618,92.6355102676898,-6362518.44449733
6.52,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719049524516,1.56497113284039E-05,7.82231708610199E-06,14.3611898729135,29.309172137571,2.17153179680388E-15,1.3839824077877E-06,92.635510481894,-6362518.4441434
6.56,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719044476748,3.00985963253027E-05,2.20243437133841E-05,14.3611889531223,132.260777981759,2.32577989040921E-15,1792.88950527594,92.6355100674555,-6362518.44481447
6.62,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719046991318,8.74759945115281E-06,6.61755867727037E-06,14.3611871135405,130.225680180286,2.23201166920207E-15,1792.88950709672,92.6355102080852,-6362518.44407863
6.66,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719048248604,2.50778152967682E-05,2.39586700795366E-05,14.361185273959,72.1043535268013,1.99570177855715E-15,7.56394229028956E-07,92.6355101894587,-6362518.44446433
6.72,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719046963379,3.00428721685754E-05,2.94943304326356E-05,14.3611843541685,100.260856903028,2.02164265150081E-15,1792.88950691602,92.6355099929497,-6362518.44450856
6.76,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719047438353,1.40996032758896E-05,1.26422131559762E-05,14.3611834343781,63.0028525491736,2.08804386677801E-15,6.37426524008333E-07,92.635510195978,-6362518.44427518
6.82,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719048202038,3.27377316924319E-05,3.07022210860976E-05,14.3611815947976,109.571920395576,1.85766859524102E-15,1792.88950619201,92.6355101549998,-6362518.44485797
6.86,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719047782943,2.77678277942094E-05,2.76358837989752E-05,14.3611806750076,83.7432071106846,1.99800424627398E-15,2.76062792181619E-07,92.6355101522058,-6362518.44433467
6.92,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.371904312633,2.72096020951382E-05,2.35170629230212E-05,14.3611797552177,119.499972349094,2.07330072296031E-15,1792.88950615288,92.6355098020285,-6362518.44438793
6.96,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719048630446,1.82164359102747E-05,1.82045042530548E-05,14.3611788354278,87.2018013223007,2.09418862570898E-15,6.73105660098372E-08,92.6355102136731,-6362518.44440627
7.02,6.68254232406616,7.62799978256226,6.68254232406616,7.62799978256226,93.3719046870247,1.58263420178829E-05,1.37701790188908E-05,14.3611769958485,118.839440952206,2.38487820098653E-15,1792.8895068177,92.6355098942295,-6362518.44423639
