MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.94,0,0,105.234712092206,0.00314939927218367,1.22396929578473E-05,0,89.9959658334214,0.222403479222768,5.74976926453268E-11,0.000321566688285202,94.3121158853173,-6362518.43427844
-6.9,0,0,105.234711635858,0.00314737240356558,1.3003465723473E-05,0,89.9959623391451,0.236184071751997,5.73966125256149E-11,0.000321359421377565,94.3121158704162,-6362518.43431238
-6.84,0,0,105.234710417688,0.00313997732166401,7.1202857296906E-06,0,89.9959628185779,0.13019663438687,5.71490244930228E-11,0.000320606267109724,94.3121148897335,-6362518.43423662
-6.8,0,0,105.234708744101,0.00315673193163061,1.87972675473817E-06,0,89.9959635245156,0.0336077552321416,5.70087688511986E-11,0.000322317760037549,94.3121149167418,-6362518.43427868
-6.74,0,0,105.234710416757,0.00318531444897797,2.07687382093031E-06,0,89.9959599873096,0.0363359185114886,5.71260571676087E-11,0.000325236161870635,94.3121151449159,-6362518.43430071
-6.7,0,0,105.234708287753,0.00317003333692529,4.04131475495405E-06,0,89.9959647282983,0.0736965538695035,5.72879359681588E-11,0.000323675692243341,94.3121151160449,-6362518.43425821
-6.64,0,0,105.234710417688,0.00316319983966575,3.85421727766492E-06,0,89.995963995691,0.0696196645502141,5.74879634052107E-11,0.000322977979408279,94.3121149139479,-6362518.43429237
-6.6,0,0,105.234708744101,0.00316298357210296,4.21164357006396E-06,0,89.9959638492216,0.0771692853837197,5.76251582958816E-11,0.00032295585697284,94.3121149232611,-6362518.43424683
-6.54,0,0,105.23470874317,0.00317139562169513,5.12439217559649E-06,0,89.995962817314,0.0921255201575882,5.76412260857974E-11,0.000323814625176055,94.3121148459613,-6362518.43431181
-6.5,0,0,105.234708744101,0.00318359711600814,4.65535055289216E-06,0,89.9959627507804,0.0843368039670662,5.76260920292952E-11,0.000325060532532007,94.3121149390936,-6362518.43425877
-6.44,0,0,105.234710417688,0.0031692054950282,5.9269621655867E-06,0,89.9959677584894,0.107146580142136,5.7781419244481E-11,0.000323590861285084,94.3121149651706,-6362518.43428961
-6.4,0,0,105.234709960409,0.0031576008738936,5.60001388771581E-06,0,89.9959668533589,0.102410214716082,5.77926674739447E-11,0.000322406031500577,94.312114902772,-6362518.4342419
-6.34,0,0,105.234708285891,0.00317016154205819,4.93310631086112E-06,0,89.9959649881566,0.088615399596644,5.77275577564645E-11,0.000323688651292287,94.3121151067317,-6362518.43431334
-6.3,0,0,105.234708744101,0.00316326309195328,3.15551860499191E-06,0,89.9959657121809,0.0579528611368576,5.76598456504588E-11,0.000322984520380487,94.3121149167418,-6362518.43425581
-6.24,0,0,105.234708285891,0.0031666850364238,4.41887493410803E-06,0,89.995963404428,0.0796566543077233,5.75392256672145E-11,0.00032333375907001,94.3121149251238,-6362518.43429888
-6.2,0,0,105.234709960409,0.00317650461745142,4.30359948176309E-06,0,89.9959637240677,0.0783051635149156,5.75376218527136E-11,0.000324336403878078,94.3121158909053,-6362518.43425624
-6.14,0,0,105.234712093137,0.00315286137875489,8.13091919625237E-06,0,89.9959671784234,0.148429273586329,5.76151530565438E-11,0.000321921543672943,94.3121158424765,-6362518.4341973
-6.1,0,0,105.234710417688,0.003158518255057,6.56920679619634E-06,0,89.9959661466579,0.11837096436085,5.75069172794542E-11,0.000322499514368246,94.3121152063832,-6362518.43431307
-6.04,0,0,105.234708744101,0.00315779268002497,8.73727290925657E-07,0,89.9959686372432,0.0144826750414349,5.74015727003102E-11,0.000322426114621521,94.3121149074286,-6362518.43428849
-6,0,0,105.234710417688,0.00317706348629477,4.46223395021913E-06,0,89.9959683637703,0.080999706104583,5.7348452828583E-11,0.000324393445907845,94.3121149213985,-6362518.43426157
-5.94,0,0,105.234708287753,0.00316137719063651,4.25006548399052E-06,0,89.9959699322649,0.0777784786111522,5.73800909152696E-11,0.000322791827102265,94.3121148394421,-6362518.43425238
-5.9,0,0,105.234708744101,0.00317708866192936,4.57210048635723E-06,0,89.9959608081577,0.0827691889744447,5.74922679398472E-11,0.000324396005908056,94.3121149484068,-6362518.43427199
-5.84,0,0,105.234710417688,0.00317818221938604,5.79608008796106E-06,0,89.9959623312016,0.104175711410505,5.76574410804275E-11,0.000324507454820377,94.3121159048751,-6362518.43430738
-5.8,0,0,105.234712092206,0.00314979119028748,4.16964789166774E-06,0,89.9959640888851,0.0763942342658169,5.77012958893805E-11,0.000321608850072153,94.312115916051,-6362518.43424113
-5.74,0,0,105.234711635858,0.0031565481528167,1.1356977887049E-05,0,89.9959629673571,0.205972545795558,5.74874118617011E-11,0.000322296970011848,94.3121158964932,-6362518.43426645
-5.7,0,0,105.234710417688,0.00315931774532192,5.92483388750208E-06,0,89.9959613923625,0.107136946254968,5.7395016928263E-11,0.00032258127203022,94.3121151980013,-6362518.43427873
-5.64,0,0,105.234709960409,0.00316934037452147,1.12113072150516E-06,0,89.9959659534007,0.0171926007948959,5.72542949112909E-11,0.000323605179460174,94.3121152091771,-6362518.43430856
-5.6,0,0,105.234709960409,0.00316571330199314,2.67945536115858E-06,0,89.9959679981141,0.0491734814965644,5.72782965426237E-11,0.000323234741131273,94.3121149940416,-6362518.43426188
-5.54,0,0,105.234710417688,0.00316879789246405,4.33228802181767E-06,0,89.9959685128446,0.0792286993074756,5.74644570071666E-11,0.000323549509744225,94.3121151840314,-6362518.43424401
-5.5,0,0,105.234708744101,0.00317026621104257,4.10049721659028E-06,0,89.9959660731125,0.0744626918755463,5.75473517134689E-11,0.000323699457908333,94.312114931643,-6362518.43426962
-5.44,0,0,105.234710417688,0.00316880518424385,5.87697216269582E-06,0,89.9959647015637,0.10677476639317,5.76811495167928E-11,0.000323549995414396,94.3121149586514,-6362518.4342586
-5.4,0,0,105.234710417688,0.00317481008308498,4.26804398169491E-06,0,89.9959671785137,0.0770206478822727,5.76673848056002E-11,0.000324163391042021,94.3121149716899,-6362518.43428634
-5.34,0,0,105.234710417688,0.00317213423851099,1.37639218177932E-06,0,89.995966040948,0.0264418090720546,5.77051239023743E-11,0.000323890437357477,94.3121149875224,-6362518.43425437
-5.3,0,0,105.234710416757,0.00317708849945706,2.23681465112739E-06,0,89.9959637907076,0.0400905866059064,5.77368772848042E-11,0.000324396242035618,94.3121151896194,-6362518.43428691
-5.24,0,0,105.234710417688,0.0031765723061128,3.34784369547795E-06,0,89.9959655004254,0.0616189486485748,5.7701939215758E-11,0.000324343437569041,94.3121149800718,-6362518.43424063
-5.2,0,0,105.234710417688,0.00315944707192303,3.60871084842275E-06,0,89.9959638092189,0.0657582553857932,5.77074820380688E-11,0.000322594833505718,94.3121149186045,-6362518.43427251
