MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.8,0,0,102.318423473276,0.00314411160183446,5.25843117218948E-06,0,0.0922856289656818,5.87566554758286E-11,0.000321028486382602,91.4883972192183,-6362518.44918497
-6.6,0,0,102.318422287703,0.00315375055981514,1.05402832349272E-05,0,0.195719324551376,5.86646675456099E-11,0.000322011314551673,91.4883972276002,-6362518.44889918
-6.4,0,0,102.318423337303,0.0031429304197174,4.57157898108951E-06,0,0.0869849537080894,5.88437365696097E-11,0.000320907988452745,91.4883977072313,-6362518.44934584
-6.2,0,0,102.318424064666,0.00316219432355916,4.44347789473986E-06,0,0.0799343720602644,5.87568382515922E-11,0.000322874947642049,91.4883975423872,-6362518.44944968
-6,0,0,102.318424521014,0.00315580229246161,1.59239008362166E-05,0,0.283955221192284,5.87592338367775E-11,0.000322218503356453,91.4883968550712,-6362518.44950324
-5.8,0,0,102.318423337303,0.00316400928730132,6.45169957376924E-06,0,0.112577138671243,5.87580406792118E-11,0.000323059913966972,91.4883969817311,-6362518.44949397
-5.6,0,0,102.318424521014,0.00316977711254176,3.18508814024809E-06,0,0.0609258550279454,5.87274350937934E-11,0.000323649342590215,91.4883971624076,-6362518.44914318
-5.4,0,0,102.318425569683,0.00317178516337707,1.92340168176264E-05,0,0.352552059006417,5.88605673839297E-11,0.00032384857922807,91.4883974874392,-6362518.44887761
-5.2,0,0,102.318423471414,0.00313929802126566,1.30506254727837E-05,0,0.242577001124414,5.88221451287741E-11,0.000320534672482609,91.4883971940726,-6362518.4493541
-5,0,0,102.318422880955,0.00315681373519923,1.33085768506859E-06,0,0.0253269678681798,5.87417202771133E-11,0.000322325848173932,91.4883972667158,-6362518.44931872
-4.8,0,0,102.318423471414,0.0031475418531734,6.84752469479743E-06,0,0.120775246980432,5.88544854901663E-11,0.00032137841765234,91.4883974287659,-6362518.44952463
-4.6,0,0,102.318422287703,0.00314770973096216,2.15860406849784E-06,0,0.0441184978793302,5.87028294055347E-11,0.000321396240678951,91.4883969500661,-6362518.44926828
-4.4,0,0,102.318424064666,0.0031545952361607,2.78096315038773E-06,0,0.0483331966906424,5.88009682966087E-11,0.000322099238132978,91.4883974166587,-6362518.44919578
-4.2,0,0,102.318423471414,0.00315530055780162,6.76444684826521E-06,0,0.121290919024691,5.86013874079683E-11,0.000322170636991359,91.4883969454095,-6362518.44905843
-4,0,0,102.318425112404,0.00314412574574117,6.50899104824828E-06,0,0.114491072911799,5.89465683678042E-11,0.000321029692486263,91.4883971773088,-6362518.44950191
