MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.86,0,0,101.580865843222,0.00314499376943457,1.175287849148E-05,0,0.214625460370125,5.76355335592445E-11,0.000321116692020951,90.7558550415561,-6362518.45435035
-6.66,0,0,101.580866300501,0.00314786090082347,5.58027154643997E-06,0,0.102117890534016,5.77517818835946E-11,0.000321411172762964,90.7558550862595,-6362518.45411781
-6.46,0,0,101.580865425058,0.00314881049868445,3.1011406179747E-06,0,0.0569783153567395,5.76638312423725E-11,0.000321508481874844,90.7558549074456,-6362518.45402451
-6.26,0,0,101.580868626013,0.00314908372115794,1.76940962424898E-06,0,0.0327415431649844,5.78446011356444E-11,0.000321536485216711,90.7558550797403,-6362518.45397299
-6.06,0,0,101.580865843222,0.00314501589037783,1.06353634007483E-05,0,0.194403892706309,5.76806077853483E-11,0.000321119355362498,90.7558550657704,-6362518.45432363
-5.86,0,0,101.580867751502,0.00314958119287469,1.7920184601392E-06,0,0.0314502099000639,5.76809733934816E-11,0.0003215872814053,90.7558549065143,-6362518.45383146
-5.66,0,0,101.580866300501,0.00314477972604105,1.17812789439829E-05,0,0.215321490800805,5.7730825563288E-11,0.000321094820264989,90.7558550657704,-6362518.45437294
-5.46,0,0,101.580866300501,0.00314537696454334,1.06034956580591E-05,0,0.193780644302421,5.76266432041311E-11,0.000321156231848363,90.7558550583199,-6362518.45431918
-5.26,0,0,101.580866300501,0.00314486699126546,1.13179611455187E-05,0,0.206818383141504,5.76340143648962E-11,0.000321103907253928,90.7558550657704,-6362518.45434783
-5.06,0,0,101.580866300501,0.00314808000442486,5.14371116867227E-06,0,0.0940996737736365,5.77656012372392E-11,0.000321433620115386,90.755855102092,-6362518.45409761
-4.86,0,0,101.580867751502,0.00314562504576965,1.03905765295409E-05,0,0.18983660651268,5.76554151930735E-11,0.000321181634376444,90.7558551002294,-6362518.45430692
-4.66,0,0,101.580865882337,0.00314528719445835,6.99602026254251E-06,0,0.128147734722547,5.76247260938425E-11,0.00032114809914674,90.7558548348024,-6362518.45418459
-4.46,0,0,101.580865843222,0.00314604940188403,8.16504436368487E-06,0,0.149343193710498,5.77582832360332E-11,0.000321225633683753,90.7558550694957,-6362518.4542258
-4.26,0,0,101.580865843222,0.00314531694248156,1.04818550140942E-05,0,0.191554423561973,5.76386122048364E-11,0.000321150148010929,90.7558550657704,-6362518.45431485
-4.06,0,0,101.580865843222,0.00314938900332848,1.81403102225427E-06,0,0.0327322579641902,5.77425831489068E-11,0.000321567652235899,90.7558550667018,-6362518.45394719
-3.86,0,0,101.580868626013,0.00314606962350154,1.02640510108015E-05,0,0.187586659586416,5.76896052977535E-11,0.000321227071140129,90.7558551095426,-6362518.45430997
-3.66,0,0,101.580865882337,0.00315246511126765,2.05746209607287E-06,0,0.0362548965739825,5.77024081919868E-11,0.000321881724744344,90.7558548497036,-6362518.45382113
-3.46,0,0,101.580866717733,0.00314609757837199,9.28077795402871E-06,0,0.169723680292391,5.77580652971896E-11,0.000321230233907954,90.755855073221,-6362518.45427539
-3.26,0,0,101.580865843222,0.00314852076419939,4.25575979119986E-06,0,0.0779318186560286,5.77058654915264E-11,0.000321478757996374,90.7558550843969,-6362518.4540653
-3.06,0,0,101.580866300501,0.00314570599177489,1.05749099573074E-05,0,0.193262727156757,5.76503111832731E-11,0.000321189840974512,90.7558550825343,-6362518.45432256
-2.86,435.505187988281,435.505187988281,101.580866756849,0.0031528446737921,8.24158237972092E-07,16.2623674539187,0.0145900686349046,5.76653418807149E-11,0.00032192053856761,90.7558549158275,-6362518.45392038
-2.66,435.505187988281,435.505187988281,101.580866717733,0.00315660850953092,1.91983031838864E-05,16.2623674539187,0.347256399100271,5.79638442046127E-11,0.000322298893593143,90.7558558452874,-6362518.45369639
-2.46,435.505187988281,435.505187988281,101.580870494246,0.00316241564881914,1.68367787008855E-05,16.2623674539187,0.304264957831832,5.80452005161436E-11,0.000322893211659903,90.7558572087437,-6362518.4540277
-2.26,435.505187988281,435.505187988281,101.580870951526,0.00316140032228489,7.57614647769469E-06,16.2623674539187,0.136397967615433,5.81494279977151E-11,0.000322793193504367,90.7558598900214,-6362518.45392676
-2.06,435.505187988281,435.505187988281,101.580875481479,0.00315679127704149,2.16587581069341E-05,16.2623674539187,0.39206889140324,5.84034157531849E-11,0.00032231592615517,90.7558634653687,-6362518.45383494
-1.86,435.505187988281,435.505187988281,101.580880132504,0.00315402242851731,8.52924722926542E-06,16.2623674539187,0.154210914013749,5.84502859864971E-11,0.000322039625643811,90.7558685280383,-6362518.45398269
-1.66,435.505187988281,435.505187988281,101.580889017321,0.00316207180849636,6.54399347899901E-06,16.2623674539187,0.118306361890198,5.89529673704985E-11,0.000322861988934164,90.7558772880584,-6362518.45405242
-1.46,435.505187988281,435.505187988281,101.580904340371,0.00322728199445891,2.46720885750098E-05,16.2623674539187,0.437201486313412,5.91062091629076E-11,0.000329511324594023,90.7558902408928,-6362518.45405014
-1.26,435.505187988281,435.505187988281,101.580924276263,0.00324787943650773,1.84322591955795E-05,16.2623674539187,0.32457721875075,6.02956529953022E-11,0.000331618714653814,90.7559095118195,-6362518.45416186
-1.06,435.505187988281,435.505187988281,101.58095251862,0.00328867421084228,2.18770144303258E-05,16.2623674539187,0.380565638714427,6.19856858041328E-11,0.000335781964281523,90.7559379618615,-6362518.45420402
-0.86,435.505187988281,435.505187988281,101.580997040495,0.0033738960516842,1.37792366251587E-05,16.2623674539187,0.233876213133801,6.42930512423406E-11,0.000344488077416827,90.755981833674,-6362518.45425776
-0.66,435.505218505859,435.505218505859,101.586469701491,0.0403021028863385,0.000877802244273995,16.2623685934874,1.24977485371034,3.83301677550561E-09,0.00411406157218153,90.7614556727931,-6362518.49022129
-0.46,435.505249023438,435.505249023438,101.591497271322,0.0192856154425163,7.006413751324E-05,16.262369733056,0.206658198402078,4.22073126759531E-09,0.00196914074876986,90.7663487065583,-6362518.45356475
-0.26,435.505249023438,435.505249023438,101.593927549198,0.00624967568622944,0.000105376179122308,16.262369733056,0.964100835144562,8.34038685300477E-10,0.000638031120161031,90.768722156994,-6362518.44947108
-0.06,435.505279541016,435.505279541016,101.594839922152,0.000711369293415581,1.2072820772358E-05,16.2623708726247,0.974594428993779,5.99011957925005E-11,7.26237528851925E-05,90.7696185233071,-6362518.45432809
0.14,435.505279541016,435.505279541016,101.595123170875,0.00132189708061756,4.8322626285433E-05,16.2623708726247,177.90674029206,9.89493761666381E-13,1792.88858140676,90.7698998972774,-6362518.45579023
0.34,435.505493164063,435.505493164063,101.642852800898,0.733466860063236,0.0211426544236155,16.4023226571713,1.68651103526497,1.57730935686415E-07,0.0748593435087059,90.8938012393191,-6362519.29388992
0.54,435.507202148438,435.507202148438,101.93392359931,2.04774850119001,0.0394060239183251,16.4276186006603,1.31475096773991,1.02150661694476E-05,0.209046149806454,91.3737177848816,-6362520.00627332
0.74,435.510620117188,435.510620117188,102.488110514358,3.36712317372554,0.0310894079186411,16.4530594233514,0.966075870000448,4.0590419029402E-05,0.343784785387129,92.2951849512756,-6362519.50239335
0.94,435.515777587891,435.515777587891,103.306987604126,4.69607056472767,0.0260655545276954,16.4786802604509,0.646823292429019,9.14657005149702E-05,0.479484386247577,93.6639059232548,-6362517.87465436
1.14,435.522644042969,435.522644042969,104.392504373565,6.03358425217207,0.0772008730748814,16.5044714143755,0.379283506998112,0.000163305399348432,0.616008812488303,95.4847043883055,-6362515.40174906
1.34,435.53125,435.53125,105.746038382873,7.37622783815695,0.148703380890557,16.5304086325025,0.219986484471092,0.000256345317534053,0.752998019254733,97.7594494437799,-6362512.34834436
1.54,435.541595458984,435.541595458984,107.368277478963,8.72072263397069,0.230062200105093,16.5564625851327,0.30282904653992,0.000370591504122362,0.890122675879866,100.487700043246,-6362508.92279345
1.74,435.553649902344,435.553649902344,109.25931995362,10.0660455121141,0.314385317608016,16.5826264920098,0.490295168747372,0.000505886526409687,1.02729788976694,103.669208683074,-6362505.38563835
1.94,435.567504882813,435.567504882813,111.41975688003,11.4171121656954,0.398169590611581,16.6089440490006,0.675872919632859,0.000662492223076173,1.16504402080261,107.310730221681,-6362501.87479606
2.14,435.583068847656,435.583068847656,113.851256489754,12.7791760517817,0.478807336884002,16.6354512721109,0.835014499612134,0.000841270156506747,1.30391439147536,111.423375633545,-6362498.49673232
2.34,435.600433349609,435.600433349609,116.556173164397,14.1538215459558,0.555558470754585,16.6621685588097,0.961639474229033,0.00104315431627502,1.44407969063604,116.016573186964,-6362495.28062719
2.54,435.619537353516,435.619537353516,119.537233493291,15.5428096676443,0.628758392062643,16.6891070355967,1.05415110436655,0.0012689671779294,1.58572237517399,121.101268787868,-6362492.21212265
2.74,435.640472412109,435.640472412109,122.796896088868,16.941473948076,0.699180613215988,16.7162336775051,1.11346227718284,0.00151918326591675,1.72836455579284,126.678014763631,-6362489.25816163
2.94,435.663177490234,435.663177490234,126.336038675159,18.340499696088,0.768208591608626,16.7434747773589,1.14305583193019,0.0017928651864628,1.87104957305985,132.734369086102,-6362486.36085307
