TIME,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,APOAPSIS,PERIAPSIS
-3.96,0,0,101.044870612212,0.00314394735166485,7.89661651658094E-06,0,0.113388045184309,5.55833501139503E-11,90.2087609320879,-6362518.4568676
-3.76,0,0,101.044870738871,0.00314167618318556,1.00553602558156E-05,0,0.215968599614253,5.50969171160956E-11,90.20876086317,-6362518.45713911
-3.56,0,0,101.044870431535,0.00315294020311739,1.03046544022293E-05,0,0.179049051054379,5.5011086567305E-11,90.2087607011199,-6362518.45677426
-3.36,0,0,101.044871332124,0.00317091748581594,1.5280967089261E-05,0,0.28757559765457,5.54790591189483E-11,90.2087612003088,-6362518.4572999
-3.16,0,0,101.04487049859,0.00314382736782954,9.45850532494053E-06,0,0.1227156758878,5.53606290882035E-11,90.2087607784197,-6362518.45663178
-2.96,0,0,101.044871176593,0.0031430811148807,9.10399243061387E-06,0,0.18695498522226,5.50799248610272E-11,90.2087600529194,-6362518.45701324
-2.76,0,0,101.044870772399,0.00313832784902146,6.13124742061245E-06,0,0.146334494686816,5.54975086974591E-11,90.2087609218434,-6362518.45709147
-2.56,0,0,101.044871242717,0.0031546518219028,8.58406532461706E-06,0,0.169272058640177,5.50982357984852E-11,90.208760228008,-6362518.45694989
-2.36,0,0,101.044871221296,0.00315257523042483,1.40070201322642E-05,0,0.243664020574877,5.55858373539427E-11,90.208761010319,-6362518.45667744
-2.16,0,0,101.044871043414,0.00316236969663008,1.696199733931E-05,0,0.323531751610535,5.50695039938389E-11,90.2087603807449,-6362518.45697562
-1.96,0,0,101.044870316051,0.00316342539830434,5.3189363105171E-06,0,0.113789333757875,5.54505038137419E-11,90.2087601618841,-6362518.45711278
-1.76,0,0,101.044871583581,0.00315552506226733,1.47504995429655E-05,0,0.271697405790289,5.55180068699078E-11,90.2087610429153,-6362518.4568213
-1.56,0,0,101.044870481826,0.00314700314044548,1.07176837922019E-05,0,0.184247858994078,5.50583322448651E-11,90.2087607001886,-6362518.45674722
-1.36,0,0,101.044868705794,0.00315663059293789,1.65957063333062E-05,0,0.287038725230521,5.53218092162478E-11,90.2087597204372,-6362518.45698434
