MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.94,0,0,103.368647094816,0.00317956559983881,7.20128894959906E-06,0,89.9895028797046,0.121983661862426,6.02358364612321E-11,0.000324648229252489,92.5391256399453,-6362518.44324925
-6.9,0,0,103.368647440337,0.00315678486846811,4.10420979453546E-06,0,89.9894971307741,0.0844008639799994,6.04934279229875E-11,0.000322322768852246,92.5391257563606,-6362518.44301057
-6.84,0,0,103.36864635814,0.00313713199066905,1.22362062431712E-05,0,89.9894971307394,0.232772152371524,6.04396545615594E-11,0.000320313950851414,92.5391255160794,-6362518.44282871
-6.8,0,0,103.368646134622,0.00314609041713945,1.9091542154114E-06,0,89.98949589322,0.024300336947253,6.02697647036862E-11,0.000321231029488445,92.5391253400594,-6362518.44320274
-6.74,0,0,103.368645998649,0.00314330730564571,1.46058717970234E-05,0,89.9894931505787,0.260051200942227,6.00279982348669E-11,0.000320943447604805,92.5391252040863,-6362518.44324745
-6.7,0,0,103.368645142764,0.00312905258769639,8.17767226208045E-06,0,89.9894959309361,0.150940415178477,5.97593931864719E-11,0.000319490349397711,92.5391250345856,-6362518.44295719
-6.64,0,0,103.368647190742,0.00316258181949916,4.85641260351679E-06,0,89.9894911767225,0.087957803416796,5.95499718490896E-11,0.000322914556136311,92.5391245735809,-6362518.4430529
-6.6,0,0,103.368645884097,0.00315440387446639,4.77547825696179E-06,0,89.9894868659327,0.0968990587358199,5.97694162066941E-11,0.000322079559509802,92.5391247849911,-6362518.44293221
-6.54,0,0,103.368646162562,0.00316493193844998,6.30494223174109E-06,0,89.9894959309361,0.114391611061381,5.98865818852205E-11,0.000323154257444003,92.539124966599,-6362518.4432476
-6.5,0,0,103.368644644506,0.00314595436627883,1.30694846947919E-05,0,89.9894969568866,0.239402478001294,6.00026860395645E-11,0.000321214424729988,92.5391245251521,-6362518.44330934
-6.44,0,0,103.368645141833,0.00315032274092159,7.85942241765622E-06,0,89.9894753719804,0.147209330055789,6.02010501939508E-11,0.000321662226269837,92.5391243183985,-6362518.4431495
-6.4,0,0,103.368646869436,0.00316445883031609,6.53665854475393E-06,0,89.98948755792,0.126786472284689,6.00679103304189E-11,0.000323105902907628,92.5391243183985,-6362518.44300845
-6.34,0,0,103.368646474555,0.00317306576878084,8.93796644084892E-06,0,89.9895008921124,0.155611365987695,6.01947157596341E-11,0.000323984117471809,92.5391249395907,-6362518.44318931
-6.3,0,0,103.368647673167,0.00317163717173788,8.46185171417461E-06,0,89.9894959309361,0.14326804640132,6.03169998614913E-11,0.000323838378790242,92.5391250494868,-6362518.44348058
-6.24,0,0,103.368644829839,0.0031394971889667,1.81092564010034E-05,0,89.9894899931692,0.334368245930198,6.03865823812212E-11,0.000320552552352638,92.53912436869,-6362518.44319221
-6.2,0,0,103.368644532748,0.00315076971431,7.3557096088708E-06,0,89.9894831698071,0.137056865950764,6.04163480110989E-11,0.000321707989428432,92.539124310948,-6362518.44317921
-6.14,0,0,103.368644422852,0.00316273000416717,1.05846875501198E-05,0,89.9894872575448,0.19104546966624,6.02814319091206E-11,0.00032292826210778,92.5391243621707,-6362518.44297573
-6.1,0,0,103.368646565825,0.00316967667767881,8.02536415986009E-06,0,89.9894875579547,0.143120208698022,6.01777696159656E-11,0.000323638317468067,92.5391245782375,-6362518.44305438
-6.04,0,0,103.368645392358,0.0031500620568134,9.7847397221274E-06,0,89.9894850642753,0.16756164626873,6.03259563808659E-11,0.000321635054206126,92.5391245502979,-6362518.44351609
-6,0,0,103.368646723218,0.00317327924059164,7.48682927145818E-06,0,89.9894791718562,0.131504515312382,6.03846178825194E-11,0.000324006290952639,92.5391253661364,-6362518.44336099
-5.94,0,0,103.368646801449,0.00315226260256571,5.70339628255522E-06,0,89.989488852121,0.110321424921627,6.0390489432344E-11,0.000321860769645355,92.539125255309,-6362518.44291748
-5.9,0,0,103.36864698492,0.00315836710025081,2.2297891562684E-05,0,89.9894826957322,0.400711707667866,6.0344132128457E-11,0.000322476560768337,92.5391255812719,-6362518.44306728
-5.84,0,0,103.368646251038,0.0031432178894954,1.38178537490915E-06,0,89.9894858628054,0.0332533570975049,6.01139052311331E-11,0.000320937756100648,92.5391255551949,-6362518.443075
-5.8,0,0,103.368645319715,0.00312575158457144,3.65388782091116E-06,0,89.98948688604,0.0650974653078153,5.99958577842145E-11,0.000319154176168013,92.5391253521666,-6362518.44309954
-5.74,0,0,103.368646307848,0.00314578753817366,3.13249274882603E-06,0,89.9894989029528,0.0662697078273576,5.97193425628339E-11,0.000321200004918865,92.5391245288774,-6362518.44305658
-5.7,0,0,103.36864411179,0.00314576719406575,4.61286772561827E-06,0,89.9894791718909,0.0945499589109899,5.97324632526356E-11,0.000321197741868673,92.5391243267804,-6362518.44295656
-5.64,0,0,103.368644908071,0.00314494064572155,1.41789426127664E-05,0,89.9894791718909,0.267050087587632,5.98144476540851E-11,0.000321110424806648,92.539124189876,-6362518.44283508
-5.6,0,0,103.36864499934,0.00316736718553181,6.7524835009425E-06,0,89.989475372015,0.115942529931278,5.99055370463759E-11,0.000323402812341556,92.539124455303,-6362518.44318888
-5.54,0,0,103.368645891547,0.00316710165218377,1.07942532230878E-05,0,89.9894868860746,0.184943815357029,6.03878580543433E-11,0.000323374557297029,92.5391249889508,-6362518.4434922
-5.5,0,0,103.368646567687,0.00316001997076885,8.4898723753957E-06,0,89.9894987098432,0.153434246588637,6.04096936269508E-11,0.000322652193631257,92.5391247142106,-6362518.44330706
-5.44,0,0,103.368647952564,0.00315928393876069,9.33020851254832E-06,0,89.9894959309361,0.173663519725713,6.05622557053935E-11,0.000322576800499519,92.5391257572919,-6362518.44314319
-5.4,0,0,103.368646688759,0.00314231830755549,1.40947224557568E-05,0,89.9894875579547,0.26447136636753,6.05825273622976E-11,0.000320842704127244,92.539125489071,-6362518.44293871
-5.34,0,0,103.368646788411,0.00314802617888908,4.81021112087521E-06,0,89.9894875579547,0.085946933918339,6.02536871875197E-11,0.000321428361189646,92.5391253978014,-6362518.44308236
-5.3,0,0,103.368645848706,0.00314313924386753,1.39359717687946E-05,0,89.9894850643099,0.248224754521736,6.01733334945807E-11,0.000320926604217675,92.5391252432019,-6362518.44321842
-5.24,0,0,103.368645701557,0.00313371973377787,5.6722000236615E-06,0,89.9894880362361,0.105272086573554,5.97906438283621E-11,0.000319967449286196,92.5391245000064,-6362518.44300594
-5.2,0,0,103.36864719633,0.00316264510413766,4.59402685641431E-06,0,89.9894911767225,0.0820476419417146,5.96033644800882E-11,0.000322921056636005,92.5391245745122,-6362518.4430771
-5.14,0,0,103.368645457551,0.00315304397104475,4.20783419846513E-06,0,89.9894791718909,0.0847798622305273,5.98093567422799E-11,0.000321940787557651,92.5391247589141,-6362518.44295888
-5.1,0,0,103.368643887341,0.00313565900603034,1.68182017210319E-05,0,89.9894959309708,0.311774235931734,5.98854935952852E-11,0.000320161379818273,92.5391245335341,-6362518.44314512
