MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.94,0,0,103.55375032872,0.00314672807588111,1.75795896272829E-05,0,89.9895660471003,0.322735271888037,5.68559604619776E-11,0.000321291202794782,92.7363421367481,-6362518.44228617
-6.9,0,0,103.553750469349,0.00315812994168773,2.55736276613956E-05,0,89.9895816512851,0.466491169891228,5.66523756274072E-11,0.00032244982753582,92.7363425055519,-6362518.4420907
-6.84,0,0,103.55374843441,0.00315100104504581,6.81538251234487E-06,0,89.9895725450013,0.116351959394778,5.62500117393319E-11,0.000321731754979737,92.7363415695727,-6362518.44284638
-6.8,0,0,103.553748890758,0.00316526797618181,9.94831606675637E-06,0,89.9895755142821,0.171081986231387,5.63846557786375E-11,0.000323187634876376,92.7363415258005,-6362518.44313874
-6.74,0,0,103.553748750128,0.00319061754494816,1.74370408351505E-05,0,89.9895788385797,0.308879091408622,5.66431292442558E-11,0.000325772672226776,92.736342058517,-6362518.44326846
-6.7,0,0,103.553749731742,0.00316972737367738,4.72014378012834E-06,0,89.9895613101128,0.0849090322853357,5.69003571492191E-11,0.000323644194736517,92.736342295073,-6362518.44282226
-6.64,0,0,103.553750469349,0.00314706454966531,1.26991995271872E-05,0,89.9895672945482,0.239586170230461,5.70740698650485E-11,0.000321327953088257,92.7363423304632,-6362518.44221374
-6.6,0,0,103.553751065396,0.00314494540877436,1.85102028702494E-05,0,89.9895838299371,0.343442205471178,5.69873447885713E-11,0.000321108633329459,92.7363422913477,-6362518.44206437
-6.54,0,0,103.55374829378,0.00314096735037903,1.01007265684826E-05,0,89.9895657084182,0.18383947929316,5.67131260922483E-11,0.00032070635859327,92.7363422121853,-6362518.44258686
-6.5,0,0,103.55374829378,0.00316564262568975,6.19286525240916E-06,0,89.9895705075445,0.10227065990933,5.64238130451283E-11,0.000323226860132309,92.7363421469927,-6362518.44298388
