TIME,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,APOAPSIS,PERIAPSIS
-6.86,0,0,102.272895318456,0.00314171266063574,5.53381347154106E-06,0,0.189335866163752,5.5544636964988E-11,91.4367956537753,-6362518.45042722
-6.66,0,0,102.272895844653,0.0031780894744718,3.91074434192323E-06,0,0.121525309519368,5.51253432736206E-11,91.4367950735614,-6362518.45060145
-6.46,0,0,102.272895102389,0.00314895528475171,6.3747739672294E-06,0,0.105140217048505,5.54557726207465E-11,91.4367948798463,-6362518.45036616
-6.26,0,0,102.272895838134,0.00316059738782844,1.02812544249548E-06,0,0.0734285017625997,5.55747701505796E-11,91.4367951340973,-6362518.45049868
-6.06,0,0,102.27289363835,0.00314207223848505,4.10037235630879E-06,0,0.0360145933121884,5.55383134698952E-11,91.4367946069688,-6362518.45062028
-5.86,0,0,102.272894212976,0.00313790759230044,4.05794266376113E-06,0,0.0626199017931699,5.55203265196389E-11,91.4367945799604,-6362518.45064256
-5.66,0,0,102.272894392721,0.00314560122761734,8.03522415677662E-06,0,0.231045687419094,5.56541542394698E-11,91.4367948602885,-6362518.45044572
-5.46,0,0,102.272894161753,0.00314594672532147,2.89599628924182E-06,0,0.101125757147678,5.56398672816406E-11,91.4367948975414,-6362518.45058351
-5.26,0,0,102.272894367576,0.00314821448783045,5.50524007416544E-06,0,0.113754227371498,5.56497332558275E-11,91.4367948966101,-6362518.4506969
-5.06,0,0,102.272894762456,0.00315705259858953,6.70904633797206E-06,0,0.188727529631522,5.53961429551267E-11,91.4367946796119,-6362518.45058215
-4.86,0,0,102.272893585265,0.00315632438790046,1.92155577008827E-06,0,0.057011054508184,5.54562731026335E-11,91.4367946572602,-6362518.45052152
-4.66,0,0,102.272895182483,0.00315508375724274,1.54882421333245E-05,0,0.363325093814107,5.56710096886836E-11,91.4367949515581,-6362518.4504346
-4.46,0,0,102.272893820889,0.00314885567801069,2.74268722764005E-06,0,0.119931300320761,5.57639357216295E-11,91.4367948407307,-6362518.45054066
-4.26,0,0,102.272894713096,0.00315963463981092,3.06946559239173E-06,0,0.0722403697181989,5.5558170199243E-11,91.4367949124426,-6362518.45043988
-4.06,0,0,102.272895375267,0.00313600158671687,1.61044668666957E-05,0,0.22345550921313,5.564188100847E-11,91.4367957832292,-6362518.45048989
-3.86,0,0,102.272894556634,0.00314659027526808,3.46649239518296E-06,0,0.137263024109868,5.52190054559058E-11,91.4367946544662,-6362518.45053155
-3.66,0,0,102.272892517969,0.00314854009577577,8.44139732242079E-06,0,0.138572144855833,5.52424689925601E-11,91.4367943508551,-6362518.45031065
-3.46,0,0,102.272896111943,0.00315715554491516,5.48792270384371E-06,0,0.0181801769727544,5.55989726938384E-11,91.436795219779,-6362518.4506378
-3.26,0,0,102.272895570844,0.00315923165406991,1.9430522425457E-06,0,0.0777343853237083,5.57166122319473E-11,91.436794962734,-6362518.45044847
-3.06,0,0,102.272895082831,0.00315777790941473,4.75190827806684E-06,0,0.0263086689834881,5.57453908660633E-11,91.4367949357256,-6362518.45063187
-2.86,435.509643554688,435.509643554688,102.272895254195,0.00314903884002289,1.13225451062362E-05,16.2815237623666,0.290960769627018,5.58168096226418E-11,91.4367958977818,-6362518.45041492
-2.66,435.509643554688,435.509643554688,102.272895875387,0.0031495788439758,4.05524590320699E-06,16.2815237623666,0.0609959192907584,5.52356781095064E-11,91.4367961734533,-6362518.45045762
-2.46,435.509643554688,435.509643554688,102.272897735238,0.00317630955866385,7.24176865327795E-06,16.2815237623666,0.0540646138157131,5.58811474654907E-11,91.43679795973,-6362518.45072293
-2.26,435.509643554688,435.509643554688,102.272898431867,0.00315805508197859,5.89737804372811E-06,16.2815237623666,0.135122799705899,5.58885829752983E-11,91.4368000403047,-6362518.4506908
-2.06,435.509643554688,435.509643554688,102.272903024219,0.00314799067660015,1.15735272989763E-05,16.2815237623666,0.296734041448496,5.60857070491917E-11,91.4368035979569,-6362518.45039373
