MET,THRUST,THRUSTAT,MAXTHRUST,MAXTHRUSTAT,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-2.24,0,0,0,0,93.1301714098081,0.000896856496309611,3.84787717697998E-05,0,2.46211873549067,4.89444669228232E-12,9.14890600824947E-05,91.9441339429468,-6362518.44622763
-2.2,0,0,0,0,93.1301714098081,0.000951531761380778,4.75901984608971E-05,0,2.87192583850579,4.83177725072306E-12,9.70343990047695E-05,91.9441340900958,-6362518.445742
-2.14,0,0,0,0,93.1301714098081,0.000925396712950411,4.25423360330498E-05,0,2.6410863747236,4.84876372972577E-12,9.4387576950794E-05,91.944133865647,-6362518.44570491
-2.1,0,0,0,0,93.1301714098081,0.000886260377380677,3.63089475939887E-05,0,2.35245999202584,4.88330794869492E-12,9.0415491058593E-05,91.9441336300224,-6362518.44608929
-2.04,0,0,0,0,93.1301714098081,0.000888807325909813,4.43872887720679E-05,0,2.86609829150534,4.90000536704719E-12,9.06382834955366E-05,91.9441339746118,-6362518.44606725
-2,0,0,0,0,93.1301714098081,0.000883940607324328,2.65888322912031E-05,0,1.72845073242396,4.93633518897762E-12,9.0213767066416E-05,91.9441339150071,-6362518.44626808
-1.94,0,0,0,0,93.1301714098081,0.000908613211735901,5.1409180588611E-05,0,3.25027001364268,4.8927860932885E-12,9.2625180172945E-05,91.9441337380558,-6362518.44535887
-1.9,0,0,0,0,93.1301715392619,0.000908068422392617,5.27106906059357E-05,0,3.33243468049129,4.87266062484643E-12,9.25618343217138E-05,91.9441340407357,-6362518.4456982
-1.84,0,0,0,0,93.1301715392619,0.000934541013858509,4.90171814756103E-05,0,3.01031321379852,4.82632348419333E-12,9.52898051309603E-05,91.94413401559,-6362518.44595096
-1.8,0,0,0,0,93.1301714098081,0.000868087102593638,3.27821027316319E-05,0,2.16763772274606,4.87335333371111E-12,8.85726639126005E-05,91.9441333217546,-6362518.44628668
-1.74,0,0,0,0,93.1301712812856,0.000881847835810331,3.93685574052801E-05,0,2.56171214630792,4.89380349292963E-12,8.99511500165318E-05,91.944133521989,-6362518.44623589
-1.7,0,0,0,0,93.1301714098081,0.000896635881175114,2.63659061557765E-05,0,1.69087672048808,4.87800646009848E-12,9.15112647135174E-05,91.944133322686,-6362518.44617081
-1.64,0,0,0,0,93.1301714098081,0.000906631829904659,5.68244324523431E-05,0,3.59791498253934,4.93808209199183E-12,9.23894798461333E-05,91.9441339755431,-6362518.44565734
-1.6,0,0,0,0,93.1301715392619,0.000925443535427327,4.58935711144368E-05,0,2.84745336057603,4.89349027726531E-12,9.43759930578381E-05,91.9441341534257,-6362518.44581069
-1.54,0,0,0,0,93.1301715392619,0.0009332995555142,4.72161883224339E-05,0,2.90344526066948,4.88905777904279E-12,9.51723638991098E-05,91.9441340425983,-6362518.44601113
-1.5,0,0,0,0,93.1301714098081,0.000886323906720279,3.66758025066393E-05,0,2.37409404367897,4.93463376845901E-12,9.0420438482397E-05,91.9441339746118,-6362518.44633873
-1.44,0,0,0,0,93.1301710521802,0.000889914937498523,5.18368709339712E-05,0,3.34209250044601,4.87446570288977E-12,9.07103300278322E-05,91.9441333599389,-6362518.44608098
-1.4,0,0,0,0,93.1301714098081,0.000910011426246662,2.50927816616766E-05,0,1.5872368065429,4.89110085484219E-12,9.28812320353245E-05,91.9441338498145,-6362518.44608863
-1.34,0,0,0,0,93.1301714098081,0.00090510580512305,2.22487385966192E-05,0,1.41563344221004,4.89751528959644E-12,9.23877487366553E-05,91.9441337119788,-6362518.44618059
-1.3,0,0,0,0,93.1301712812856,0.00088620551669988,5.00855921314661E-05,0,3.24410355610875,4.8729031564755E-12,9.03412371826562E-05,91.9441335229203,-6362518.44584866
-1.24,0,0,0,0,93.1301714098081,0.000878739394848259,4.08418191622465E-05,0,2.66780907630814,4.89705132602815E-12,8.96265787559969E-05,91.9441334689036,-6362518.44608155
-1.2,0,0,0,0,93.1301710521802,0.00090646640817402,4.88175824011581E-05,0,3.09072289571782,4.8717274244894E-12,9.24202814758246E-05,91.9441338069737,-6362518.44598282
-1.14,0,0,0,0,93.1301712812856,0.000868560043956781,3.6309495287622E-05,0,2.39940786020669,4.88470793044179E-12,8.86066543444031E-05,91.9441327778623,-6362518.44621662
-1.1,0,0,0,0,93.1301714098081,0.000904598562419895,3.69926046066317E-05,0,2.34715296389647,4.88642692895682E-12,9.22866157679891E-05,91.9441337697208,-6362518.4462102
-1.04,0,0,0,0,93.1301714098081,0.000891184575069156,3.02124484313697E-05,0,1.94714472995498,4.89582538550536E-12,9.09419400159095E-05,91.9441337892786,-6362518.4462288
-1,0,0,0,0,93.1301714098081,0.000899777685605655,4.67038139787716E-05,0,2.98182009821086,4.90017328269395E-12,9.17478023438889E-05,91.9441339168698,-6362518.44553713
-0.94,0,0,0,0,93.1301714098081,0.000893809022142437,4.02325744584392E-05,0,2.58433859731714,4.90535017259422E-12,9.11697186438687E-05,91.9441339755431,-6362518.44601106
-0.9,0,0,0,0,93.1301714098081,0.000868763969542217,3.23135750601798E-05,0,2.1364445383817,4.88228038277375E-12,8.86436135942859E-05,91.9441333208233,-6362518.44612994
-0.84,0,0,0,0,93.1301714098081,0.000893649303650457,4.34602437724347E-05,0,2.7912360010138,4.8831304611396E-12,9.11379411263624E-05,91.9441338637844,-6362518.44605777
-0.8,0,0,0,0,93.1301715392619,0.00089775964710315,4.08656391831695E-05,0,2.61366412448611,4.89410227343437E-12,9.15705809347855E-05,91.944133981131,-6362518.44596149
-0.74,0,0,0,0,93.1301714098081,0.000898840628506176,4.07052641230578E-05,0,2.60052242138277,4.88880654925865E-12,9.16818070209047E-05,91.9441338060424,-6362518.44593195
-0.7,0,0,0,0,93.1301714098081,0.000904547804971572,4.95754793939121E-05,0,3.14689402575648,4.88840798308088E-12,9.2219879888944E-05,91.9441339438781,-6362518.44569611
-0.64,0,0,0,0,93.1301714098081,0.000925271031152961,5.59792202659448E-05,0,3.474273253518,4.86968237032126E-12,9.43015787697732E-05,91.944133978337,-6362518.44542344
-0.6,0,0,0,0,93.1301712812856,0.000875629070720723,2.06046365445109E-05,0,1.35240644930017,4.87511135370453E-12,8.93812016329321E-05,91.9441329864785,-6362518.44645207
-0.54,0,0,0,0,93.1301714098081,0.000905380145217687,5.52702795119428E-05,0,3.50366743905229,4.88531178528615E-12,9.22712692954519E-05,91.9441339746118,-6362518.44582553
-0.5,0,0,0,0,93.1301715392619,0.000896258366972578,4.12334136874163E-05,0,2.64143905922904,4.89682895846937E-12,9.14154095426056E-05,91.9441339801997,-6362518.44597312
-0.44,0,0,0,0,93.1301714098081,0.000898710919141256,3.99291010217468E-05,0,2.55147164182177,4.91489316732863E-12,9.16721093062733E-05,91.9441338060424,-6362518.44593406
-0.4,0,0,0,0,93.1301714098081,0.000904609324201231,4.93249706632495E-05,0,3.13089523504865,4.89825094450395E-12,9.22275729635658E-05,91.9441339438781,-6362518.44568366
-0.34,0,0,0,0,93.1301714098081,0.000923820807195758,5.3843688900318E-05,0,3.34639214771958,4.8666697901083E-12,9.41662202649241E-05,91.9441335890442,-6362518.44560166
-0.3,0,0,0,0,93.1301712812856,0.000902986206576203,2.73937438951634E-05,0,1.73859502664445,4.88721111965404E-12,9.21568152989494E-05,91.9441330991685,-6362518.44671178
-0.24,0,0,0,0,93.1301710521802,0.000878213182519495,3.69853817931606E-05,0,2.41645728299913,4.93409113021125E-12,8.95902511501845E-05,91.9441333599389,-6362518.44630234
-0.2,0,0,0,0,93.1301714098081,0.000885211423566509,3.81076934197467E-05,0,2.47415070596999,4.94370439078069E-12,9.03005725376715E-05,91.944133322686,-6362518.44573159
-0.14,0,0,0,0,93.1301715392619,0.000895915646837585,3.73480382234139E-05,0,2.39403534291601,4.96662339625972E-12,9.13977901291219E-05,91.9441339801997,-6362518.4460153
-0.1,0,0,0,0,93.1301714098081,0.000907458057254042,3.37122359721153E-05,0,2.13327639217434,4.90718480842672E-12,9.25918876646392E-05,91.9441333236173,-6362518.44617162
-0.04,0,0,0,0,93.1301712812856,0.000878701528432185,3.71952544055486E-05,0,2.42965949647462,4.88353604484681E-12,8.96392527920398E-05,91.9441332574934,-6362518.44618486
0,0,0,0,0,93.1301712812856,0.000899561461989368,4.2453207538683E-05,0,2.70882669572525,4.8808359732278E-12,9.17472293622268E-05,91.9441336784512,-6362518.4460542
0.06,263.432312011719,307,263.432312011719,307,93.1301712812856,0.000873973898068327,4.27583989235469E-05,144.134793202551,2.80743059270374,4.88189613941165E-12,8.91300915100146E-05,91.9441329855472,-6362518.44615541
0.1,263.432312011719,307,263.432312011719,307,93.1301714098081,0.000905099250068381,2.68602814547743E-05,144.134793202551,1.70487895360782,4.93344581322817E-12,9.23742986742582E-05,91.9441335843876,-6362518.44630594
0.16,263.432312011719,307,263.432312011719,307,93.1301722060889,0.000901321017343706,4.18654320191249E-05,144.134793202551,2.6658905646929,4.95276948876858E-12,9.19298990993411E-05,91.9441339680925,-6362518.44610237
0.2,263.432312011719,307,263.432312011719,307,93.1301722060889,0.000920880598447031,4.16468268429893E-05,144.134802603653,2.59795886198216,4.94458622574757E-12,9.3930151706445E-05,91.9441339690238,-6362518.44576997
0.26,263.432312011719,307,263.432312011719,307,93.1301722060889,0.000914322676355355,3.43831460489474E-05,144.134802603653,2.15994817680283,4.95630287294118E-12,9.32907311153031E-05,91.9441337836906,-6362518.44608495
0.3,263.432312011719,307,263.432312011719,307,93.1301722060889,0.000917025224437651,4.85482971992148E-05,144.134812004755,3.03832037539261,4.99277731443697E-12,9.35013970320142E-05,91.9441349711269,-6362518.44598247
0.36,263.432312011719,307,263.432312011719,307,93.1301724351943,0.000884349446615551,2.25342954968374E-05,144.134812004755,1.46424489644595,4.96176765329318E-12,9.02670294635755E-05,91.9441347615793,-6362518.44640742
0.4,263.432312011719,307,263.432312011719,307,93.1301725655794,0.000915125644374864,4.27790229826705E-05,144.134821405859,2.68357863094462,4.96993469042538E-12,9.3336597274174E-05,91.9441349906847,-6362518.44599015
0.46,263.432312011719,307,263.432312011719,307,93.1301725655794,0.000915937328934314,2.57370294503897E-05,144.134830806965,1.61431230904539,4.99975440346585E-12,9.34846950713109E-05,91.9441350121051,-6362518.44634135
0.5,263.432312011719,307,263.432312011719,307,93.1301735891029,0.000907855101735425,3.92758930538382E-05,144.134840208071,2.48424725650577,4.99211012253667E-12,9.26096034845614E-05,91.944135773927,-6362518.44598897
0.56,263.432312011719,307,263.432312011719,307,93.1301737185568,0.000917963728739752,4.08181364780024E-05,144.134849609179,2.55398351094238,4.99033469465452E-12,9.36358263743386E-05,91.9441360272467,-6362518.44585319
0.6,263.432312011719,307,263.432312011719,307,93.1301735891029,0.000919795572024502,3.22672673389791E-05,144.134849609179,2.0137213519156,5.02976239797721E-12,9.38577679789887E-05,91.9441360114142,-6362518.44630763
0.66,263.432312011719,307,263.432312011719,307,93.1301746144891,0.000882157207559483,3.75659130126428E-05,144.134868411398,2.44502774704488,5.0338049992022E-12,8.99908073961342E-05,91.9441369595006,-6362518.44607084
0.7,263.432312011719,307,263.432312011719,307,93.1301745148376,0.000920645436019112,3.06212667061189E-05,144.134877812509,1.91177159930571,4.98431686661583E-12,9.39503397603403E-05,91.9441377231851,-6362518.4460711
0.76,263.432312011719,307,263.432312011719,307,93.1301747430116,0.000890736482257434,4.05923754122706E-05,144.134896614735,2.61747533651809,4.99327411398467E-12,9.08540057480423E-05,91.9441380100325,-6362518.44584802
0.8,263.432312011719,307,263.432312011719,307,93.1301757674664,0.000917005944513317,3.00141333954001E-05,144.13490601585,1.87837277569744,4.94959003406195E-12,9.35805701374193E-05,91.9441384552047,-6362518.44641037
0.86,263.432312011719,307,263.432312011719,307,93.1301767928526,0.000928307630571475,3.95519996139838E-05,144.134924818084,2.44576212173954,4.94079833414794E-12,9.46986160670349E-05,91.9441395495087,-6362518.44610473
0.9,263.432312011719,307,263.432312011719,307,93.1301767928526,0.000897027792045696,3.88800026526192E-05,144.134943620323,2.48910281998948,4.98547938676633E-12,9.15047984335615E-05,91.9441399490461,-6362518.44596558
0.96,263.432312011719,307,263.432312011719,307,93.1301779448986,0.000907830572105388,4.21366242549256E-05,144.13497182369,2.66520741003308,5.0175212132036E-12,9.25939879152793E-05,91.9441411839798,-6362518.44589849
1,263.432312011719,307,263.432312011719,307,93.1301780752838,0.000910731185949979,2.85192182542244E-05,144.134990625941,1.79594417634794,5.07431028112386E-12,9.29444436224003E-05,91.9441424459219,-6362518.44656343
1.06,263.432312011719,307,263.432312011719,307,93.1301800254732,0.000932904735769411,3.56138924638254E-05,144.135018829326,2.1934527192643,5.08208502988102E-12,9.51846419638969E-05,91.9441445730627,-6362518.44594951
1.1,263.432312011719,307,263.432312011719,307,93.1301810499281,0.000916810014888007,3.37753452989931E-05,144.135047032723,2.11610080714556,5.07768481938595E-12,9.35471811089883E-05,91.9441451206803,-6362518.44609157
1.16,263.432312011719,307,263.432312011719,307,93.1301824320108,0.000908851881712182,3.80245343475822E-05,144.135084637269,2.40343409595244,5.09752520249014E-12,9.27169097622027E-05,91.9441470149904,-6362518.44589312
1.2,263.432312011719,307,263.432312011719,307,93.1301832292229,0.000918210402320247,3.3258472305967E-05,144.135112840691,2.0800248823009,5.07681515295063E-12,9.36921974243887E-05,91.9441484445706,-6362518.44617019
1.26,263.432312011719,307,263.432312011719,307,93.1301854066551,0.000915449635601183,3.92178276070675E-05,144.135169247569,2.45996239696595,5.05194440456461E-12,9.33860156919764E-05,91.9441504059359,-6362518.44599041
1.3,263.432312011719,307,263.432312011719,307,93.1301866909489,0.000914317554920987,4.79178452170045E-05,144.135206852179,3.00736397443252,5.0748852674248E-12,9.32279450580609E-05,91.9441521987319,-6362518.44604659
1.36,263.432312011719,307,263.432312011719,307,93.1301888693124,0.000892403811206266,3.69965222628477E-05,144.13526325913,2.38170570426295,5.0727477685461E-12,9.10404074829785E-05,91.9441544609144,-6362518.44589981
1.4,263.432312011719,307,263.432312011719,307,93.1301910476759,0.000929898820201414,4.30550271073511E-05,144.135310264957,2.65598031306326,5.09150369216472E-12,9.48453322280329E-05,91.9441571729258,-6362518.44628627
1.46,263.432312011719,307,263.432312011719,307,93.1301933256909,0.000880379098984486,3.19434221988881E-05,144.135394875522,2.08450160070926,5.17670206452276E-12,8.9831771902027E-05,91.9441602416337,-6362518.44608967
1.5,263.432312011719,307,263.432312011719,307,93.1301947068423,0.000917809219836949,1.89367997591582E-05,144.13545128262,1.1900312317867,5.17215724619972E-12,9.36928080363941E-05,91.944163360633,-6362518.44622733
1.56,263.432312011719,307,263.432312011719,307,93.1301989639178,0.000933945560593657,3.21011721867028E-05,144.135554695749,1.97429962947557,5.21253769750984E-12,9.53040062086075E-05,91.9441680144519,-6362518.44614738
1.6,263.432312011719,307,263.432312011719,307,93.1302011441439,0.000914314653824252,3.63926313243679E-05,144.13562990539,2.28125014891581,5.25470482376316E-12,9.32819588115308E-05,91.9441710514948,-6362518.44664996
1.66,263.432312011719,307,263.432312011719,307,93.1302055018023,0.000923508655262603,2.2915991096784E-05,144.135752121225,1.42662322896835,5.26225726642147E-12,9.42656577080925E-05,91.9441769560799,-6362518.44633254
1.7,263.432312011719,307,263.432312011719,307,93.1302089635283,0.000990622362527126,2.68431322231463E-05,144.135846133546,1.56014473643365,5.23903393904334E-12,0.000101110188097664,91.9441808732226,-6362518.44599412
1.76,263.432312011719,307,263.432312011719,307,93.1302143447101,0.0009756403777751,3.59497433713607E-05,144.135996553516,2.11454732706214,5.32188101004529E-12,9.95499430018754E-05,91.9441883638501,-6362518.44627052
1.8,263.432312011719,307,263.432312011719,307,93.1302187023684,0.00092242626560822,2.91728958124552E-05,144.136118769972,1.81463232553465,5.3360767994518E-12,9.4137061978472E-05,91.9441924551502,-6362518.44644048
1.86,263.432312011719,307,263.432312011719,307,93.1302255950868,0.000944608007515433,2.56618916585552E-05,144.136306795694,1.56053715113288,5.41690476136936E-12,9.64134389960236E-05,91.9442015076056,-6362518.44634377
1.9,263.432312011719,307,263.432312011719,307,93.1302300812677,0.000982246700471217,7.68138700708957E-06,144.136457216625,0.456108924651316,5.49781354256884E-12,0.000100289064107528,91.9442077567801,-6362518.44658734
1.96,263.432312011719,307,263.432312011719,307,93.1302394932136,0.000947528228488903,2.71679913230175E-05,144.136701651307,1.64776172090029,5.58700877700998E-12,9.67074309983218E-05,91.944218698889,-6362518.44621687
2,263.432312011719,307,263.432312011719,307,93.130246614106,0.00097512705601439,3.21707219060845E-05,144.13688967855,1.89248312497135,5.64407365598375E-12,9.95109792256699E-05,91.9442273015156,-6362518.44642564
2.06,263.432312011719,307,263.432312011719,307,93.1310716997832,0.0290503515860909,0.00208637218694956,144.160857766832,4.11998935303197,6.22215394223548E-11,0.00295852149622533,91.9453149363399,-6362518.48736367
2.1,263.432312011719,307,263.432312011719,307,93.1319197397679,0.0242476383635887,0.00260405750939081,144.184259964468,6.17220235311602,4.46738965955387E-10,0.00246148217661357,91.9463743818924,-6362518.49646015
2.16,263.432342529297,307,263.432342529297,307,93.1330765057355,0.0198062703191921,0.00182661843000493,144.217238870112,5.30588570017584,1.38177950470207E-09,0.00201369725641598,91.9478271855041,-6362518.48198737
2.2,263.432342529297,307,263.432342529297,307,93.1337765166536,0.0164434072818885,0.00183379286516388,144.237138282974,6.42161086749061,2.11961644294807E-09,0.00166847802290704,91.9487059591338,-6362518.48279762
2.26,263.432342529297,307,263.432342529297,307,93.1346918037161,0.0113212292898258,0.00164944409314927,144.263192786497,8.40189969226743,2.5698229241711E-09,0.00114361768737581,91.9498555976897,-6362518.47904038
2.3,263.432373046875,307,263.432373046875,307,93.1352084530517,0.00794447419868289,0.00149393290531741,144.277912273362,10.8664109992773,1.77440261166314E-09,0.000796697974692506,91.9505045982078,-6362518.47622842
2.36,263.432373046875,307,263.432373046875,307,93.1358452076092,0.00347864899691754,0.00129821735371721,144.296075891178,21.9444856656949,9.03907033692695E-10,0.000329525527490659,91.9513068972155,-6362518.47214373
2.4,263.432373046875,307,263.432373046875,307,93.1361866397783,0.00128660517900417,0.00115471450773345,144.305809628311,63.8636885240908,4.87039543490371E-10,5.79382892738067E-05,91.9517383305356,-6362518.46980415
2.46,263.432373046875,307,263.432373046875,307,93.1365899927914,0.00294459006553895,0.00100042237559613,144.31735424236,160.174477735214,1.20672609759987E-10,1792.88892710223,91.9522494925186,-6362518.46726623
2.5,263.432373046875,307,263.432373046875,307,93.1367993010208,0.00473501994205041,0.000895373055283309,144.323329894561,169.137501243894,2.30912154905789E-11,1792.8887363507,91.9525141427293,-6362518.46463248
2.56,263.432373046875,307,263.432373046875,307,93.1370395142585,0.00686203512269857,0.000770728887165269,144.330220416948,173.589949136299,2.9585913058554E-11,1792.88851587688,91.9528193362057,-6362518.46258049
2.6,263.432373046875,307,263.432373046875,307,93.1371615398675,0.00800635866880456,0.0007308248914034,144.333698919596,174.802288086475,9.66634627744657E-11,1792.88839831343,91.9529742654413,-6362518.46202818
2.66,263.432373046875,307,263.432373046875,307,93.1372988466173,0.00929286368607237,0.000663481956895395,144.337630112205,175.946198176959,2.39243365777334E-10,1792.88826662397,91.9531483817846,-6362518.460636
2.7,263.432373046875,307,263.432373046875,307,93.1373664913699,0.00996707935312799,0.000623200757460438,144.339572219234,176.45589371768,3.41414156141882E-10,1792.88819762143,91.9532351605594,-6362518.46008623
2.76,263.432373046875,307,263.432373046875,307,93.137442022562,0.0107645966447189,0.000588541230276549,144.341721796686,176.907102353561,4.84225919030705E-10,1792.88811624979,91.9533307598904,-6362518.45921871
2.8,263.432373046875,307,263.432373046875,307,93.1374784214422,0.0111499205267222,0.000540409621619422,144.342768324671,177.263286492925,5.67487130292693E-10,1792.88807696507,91.9533782145008,-6362518.45840097
2.86,263.432373046875,307,263.432373046875,307,93.1375174559653,0.0115492812440014,0.000525450257926351,144.343899723348,177.434039036318,6.70961087750434E-10,1792.88803629474,91.9534281464294,-6362518.45792144
2.9,263.432373046875,307,263.432373046875,307,93.137536524795,0.0117587225869127,0.000524478041437199,144.344437143933,177.485618092741,7.26792169757787E-10,1792.88801508895,91.9534521652386,-6362518.45745824
2.96,263.432373046875,307,263.432373046875,307,93.1375566190109,0.0119740017466946,0.000532928363195726,144.345012282676,177.490917032852,7.92076013203435E-10,1792.88799278041,91.9534771246836,-6362518.45829951
3,263.432373046875,307,263.432373046875,307,93.137566357851,0.0120870551620044,0.000526662032857258,144.345285710898,177.54461779951,8.24591542806567E-10,1792.88798129037,91.9534896593541,-6362518.45809222
3.06,263.432373046875,307,263.432373046875,307,93.1376021886244,0.0106393658450112,0.000540074575972062,144.34644543522,177.132506786439,8.6027614822511E-10,1792.88812927867,91.9535330655053,-6362518.45826889
3.1,263.432373046875,307,263.432373046875,307,93.1376073714346,0.0125873698227572,0.000537839063593303,144.346417149039,177.593459896514,8.51344833934672E-10,1792.88793027263,91.9535419056192,-6362518.45798996
3.16,263.432373046875,307,263.432373046875,307,93.1376042682678,0.0124449021957544,0.000458477654311628,144.34638886287,177.930668346834,8.81194751248691E-10,1792.88794496211,91.9535388229415,-6362518.45690985
3.2,263.432373046875,307,263.432373046875,307,93.1376044964418,0.0124267777400825,0.000475123388940337,144.34638886287,177.851060074411,8.94643312506762E-10,1792.88794689215,91.9535383339971,-6362518.45687543
3.26,263.432373046875,307,263.432373046875,307,93.1376044964418,0.0124328557270785,0.000498824756961604,144.34638886287,177.742778921301,9.08087817869665E-10,1792.88794611995,91.9535389412194,-6362518.45745964
3.3,263.432373046875,307,263.432373046875,307,93.1376043660566,0.0124669993684575,0.000494477763434545,144.346398291592,177.769073437529,9.41903756263947E-10,1792.88794266188,91.9535386087373,-6362518.45734388
3.36,263.432373046875,307,263.432373046875,307,93.1376055208966,0.0124363941352247,0.000470281665423945,144.346426577765,177.874723307889,9.37065138930882E-10,1792.88794572144,91.9535400392488,-6362518.45727877
3.4,263.432373046875,307,263.432373046875,307,93.1376068042591,0.012404093372267,0.000496787013215779,144.346473721412,177.746834925494,9.35620562275037E-10,1792.88794904835,91.9535420574248,-6362518.45746844
3.46,263.432373046875,307,263.432373046875,307,93.1376108033583,0.0123977745551888,0.000493107543168232,144.346549151311,177.762600829397,9.33542978024905E-10,1792.88794964835,91.9535461757332,-6362518.45754535
3.5,263.432373046875,307,263.432373046875,307,93.1376129826531,0.0123939890697654,0.000471976107199359,144.346615152538,177.859783837131,9.32198876359277E-10,1792.88795021559,91.953548591584,-6362518.45692036
3.56,263.432373046875,307,263.432373046875,307,93.1376164434478,0.0123809371757601,0.000496183875572412,144.346718868873,177.745234960132,9.30093803127463E-10,1792.8879513214,91.9535534251481,-6362518.45769505
3.6,263.432373046875,307,263.432373046875,307,93.1376184932888,0.0124020046489402,0.000497674096455063,144.346784870254,177.742272017945,9.29615778157024E-10,1792.88794916656,91.9535562563688,-6362518.45771715
3.66,263.432373046875,307,263.432373046875,307,93.1376218255609,0.0124075097615889,0.000495304118093318,144.346888586833,177.75450291113,9.29907885534343E-10,1792.88794877255,91.9535607583821,-6362518.45729886
3.7,263.432373046875,307,263.432373046875,307,93.1376241333783,0.0124270523816679,0.00048786394808026,144.346935730782,177.792260943893,9.30235131599553E-10,1792.88794669574,91.9535630280152,-6362518.45741914
3.76,263.432373046875,307,263.432373046875,307,93.137625515461,0.0124554564970869,0.000482883209013191,144.346992303561,177.820371180679,9.32172655310575E-10,1792.8879438405,91.9535653963685,-6362518.45726252
3.8,263.432373046875,307,263.432373046875,307,93.1376264095306,0.0124634598464699,0.000493634779871922,144.347011161164,177.772358691184,9.34265802079415E-10,1792.88794297984,91.9535659104586,-6362518.4574668
3.86,263.432373046875,307,263.432373046875,307,93.1376264095306,0.0124967964804242,0.00048398234121083,144.347001732362,177.822690252593,9.37645193135733E-10,1792.88793960981,91.9535662885755,-6362518.45728917
3.9,263.432373046875,307,263.432373046875,307,93.1376253860071,0.012540384652179,0.000484926688684904,144.346982874761,177.825964265173,9.40453011059096E-10,1792.88793507453,91.9535649837926,-6362518.45748978
3.96,263.432373046875,307,263.432373046875,307,93.1376229794696,0.0125596094151273,0.00047919772219469,144.346916873199,177.855567343785,9.44928572422239E-10,1792.88793318552,91.9535620100796,-6362518.45725465
4,263.432373046875,307,263.432373046875,307,93.1376208011061,0.0125501608080408,0.00048166453990182,144.346850871696,177.842689731545,9.47477805362031E-10,1792.88793417583,91.9535595029593,-6362518.45721607
4.06,263.432373046875,307,263.432373046875,307,93.1376166716218,0.0125675618081647,0.00047721519040038,144.346737726404,177.865969857686,9.51209273279899E-10,1792.88793239286,91.9535544272512,-6362518.45718156
4.1,263.432373046875,307,263.432373046875,307,93.1376141365618,0.0125732345166475,0.000475234137849422,144.346662296308,177.875964745235,9.53166127479687E-10,1792.88793182018,91.9535505501553,-6362518.45714301
4.16,263.432373046875,307,263.432373046875,307,93.1376097789034,0.012566564676109,0.000475031800977556,144.34652086509,177.875822037948,9.54108533263673E-10,1792.88793256944,91.953545153141,-6362518.45697502
