MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-6.96,0,0,106.223632127978,0.00317502897064707,2.16407466290664E-05,0,89.9885601067302,0.400628432786198,5.85894032713897E-11,0.000324178628716254,95.5783101916313,-6362518.42594449
-6.92,0,0,106.22363167163,0.00315692345832152,1.70524198262129E-05,0,89.9885550045815,0.309612315584712,5.870786629356E-11,0.000322332799100877,95.5783098908141,-6362518.42679088
-6.86,0,0,106.223632585257,0.00318714460202982,1.90459534053066E-05,0,89.9885567589559,0.33266444618371,5.88023765095546E-11,0.000325417413819196,95.5783108584583,-6362518.42707891
-6.82,0,0,106.223633041605,0.00314592944164899,1.50774653911292E-05,0,89.9885540503889,0.27055867408979,5.89102595604342E-11,0.000321211265827515,95.5783102931455,-6362518.42660212
-6.76,0,0,106.22363161575,0.00316574424814401,1.93773902523081E-06,0,89.988563266092,0.0319092758312401,5.86820084343543E-11,0.000323238081705313,95.5783098172396,-6362518.42661932
-6.72,0,0,106.223631103523,0.00316898520715371,7.40206236978587E-06,0,89.9885538803844,0.137396045937086,5.86140052584256E-11,0.000323568187013734,95.5783096728846,-6362518.42657673
-6.66,0,0,106.22363167163,0.00317001454691353,2.37784187045215E-05,0,89.9885688326979,0.441150963626049,5.87368220834845E-11,0.00032366505729442,95.5783106861636,-6362518.42566224
-6.62,0,0,106.223632184789,0.00314378427250704,1.6344795024203E-05,0,89.9885618565022,0.307749974853743,5.86679777809439E-11,0.000320991588637298,95.5783107746392,-6362518.42589957
-6.56,0,0,106.223633154295,0.00316496466312139,4.46142070675192E-06,0,89.9885572281765,0.0780270864264824,5.85511209511409E-11,0.000323158225228326,95.5783100137487,-6362518.42667304
-6.52,0,0,106.223633097485,0.00317004947840987,9.64209778701211E-06,0,89.9885652051314,0.165550938365253,5.85380623801864E-11,0.000323676236007486,95.5783101487905,-6362518.4269392
-6.46,0,0,106.223633508198,0.00315938896269044,1.93820655821649E-05,0,89.9885666141778,0.341517978410611,5.83603610286756E-11,0.000322583169349855,95.5783102391288,-6362518.42735733
-6.42,0,0,106.223632184789,0.00316113333974892,2.02987881887857E-05,0,89.9885618564703,0.360363187355585,5.83261327839484E-11,0.000322760697486046,95.5783100575209,-6362518.42729793
-6.36,0,0,106.223631727509,0.00316087995083694,1.56468994999164E-05,0,89.9885513619456,0.274222218022295,5.85314851011152E-11,0.000322737526062156,95.5783097967505,-6362518.42719039
-6.32,0,0,106.223632483743,0.00317082190264961,2.43513195219718E-05,0,89.9885521260691,0.428656734169476,5.85207908517091E-11,0.000323747051197643,95.5783098777756,-6362518.4274829
-6.26,0,0,106.22363161575,0.00316398203678744,2.74460361320578E-06,0,89.9885513619456,0.0608566601085148,5.85644161969E-11,0.000323058094181761,95.5783094409853,-6362518.42646766
-6.22,0,0,106.223633808084,0.00317167819348122,6.92695407557716E-06,0,89.9885597464095,0.133434453896593,5.85856119896951E-11,0.000323843260161993,95.578309183009,-6362518.42643507
-6.16,0,0,106.223630703054,0.00318110010234802,2.20836140965282E-05,0,89.9885567589559,0.407319655696891,5.89057125317139E-11,0.000324798227438805,95.5783104961738,-6362518.42567742
-6.12,0,0,106.223631727509,0.0031554291142911,1.42368652063441E-05,0,89.9885525943357,0.267978381896773,5.90188086229682E-11,0.000322181642786745,95.5783105548471,-6362518.42599575
