MET,THRUST,THRUSTAT,MAXTHRUST,MAXTHRUSTAT,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-2.9,0,0,0,0,92.5589452665299,1.25717574613728E-05,3.93537966957524E-06,0,161.767288619944,5.64176167949034E-17,1792.88935475639,92.2781499326229,-6362518.44659013
-2.7,0,0,0,0,92.5589452758431,1.24276341310676E-05,4.06087447057132E-06,0,160.937353394086,5.60654051788803E-17,1792.88935478138,92.2781499382108,-6362518.44657794
-2.5,0,0,0,0,92.5589452655986,1.25683427270243E-05,3.9353323058052E-06,0,161.762364062682,5.63465606502521E-17,1792.88935475675,92.2781499326229,-6362518.44659013
-2.3,0,0,0,0,92.5589452758431,1.24611028237221E-05,4.08969746279361E-06,0,160.850260778534,5.61978668943078E-17,1792.88935477858,92.2781499382108,-6362518.44657843
-2.1,0,0,0,0,92.5589452655986,1.26289493293116E-05,4.00169817021282E-06,0,161.535731769683,5.66128981256447E-17,1792.88935475199,92.2781499316916,-6362518.4465913
-1.9,0,0,0,0,92.5589452739805,1.25138403777175E-05,4.15324578288276E-06,0,160.625983008945,5.61689600900951E-17,1792.88935477562,92.2781499363482,-6362518.44657733
-1.7,0,0,0,0,92.5589452646673,1.26368477099418E-05,3.95371957633516E-06,0,161.776891029133,5.63063677496265E-17,1792.88935474872,92.2781499316916,-6362518.44659319
-1.5,0,0,0,0,92.5589452739805,1.25087255741846E-05,4.13577257565347E-06,0,160.702539304697,5.61408011747205E-17,1792.88935477516,92.2781499363482,-6362518.44657824
-1.3,0,0,0,0,92.5589452646673,1.25094980390086E-05,4.13512712066125E-06,0,160.706909183676,5.62679715333401E-17,1792.88935477518,92.2781499326229,-6362518.44657792
-1.1,0,0,0,0,92.5589452739805,1.26185874569525E-05,4.21266752384262E-06,0,160.507102170022,5.63585912657803E-17,1792.88935476536,92.2781499354169,-6362518.44657982
-0.9,0,0,0,0,92.558945263736,1.250896703631E-05,4.12403104923977E-06,0,160.759906079787,5.63500803994845E-17,1792.88935477453,92.2781499326229,-6362518.44657865
-0.7,0,0,0,0,92.5589452683926,1.26285050346745E-05,3.96609207544289E-06,0,161.70528811517,5.62895486318601E-17,1792.88935475011,92.2781499335542,-6362518.44659301
-0.5,0,0,0,0,92.5589452590793,1.29573286181555E-05,4.32769120493432E-06,0,160.497545559849,5.62129592582619E-17,1792.88935472822,92.2781499288976,-6362518.44659074
-0.3,0,0,0,0,92.5589452683926,1.25198032211825E-05,3.8954946697064E-06,0,161.881109823108,5.63675327611392E-17,1792.88935476063,92.2781499344856,-6362518.44659015
-0.1,0,0,0,0,92.558945263736,1.29036483946845E-05,4.52371078181111E-06,0,159.4867324178,5.61575674379964E-17,1792.88935474689,92.2781499316916,-6362518.44657758
0.1,0,0,0,0,92.5589452665299,1.27237834415854E-05,4.04506244650727E-06,0,161.472416283401,5.63569482405234E-17,1792.88935474257,92.2781499335542,-6362518.44659294
0.3,0,0,0,0,92.5589452618733,1.28607426518521E-05,4.4829445357199E-06,0,159.609078304346,5.62606208275392E-17,1792.88935475004,92.2781499316916,-6362518.44657754
0.5,0,0,0,0,92.5589452665299,1.27252694540154E-05,4.045643566559E-06,0,161.47187049322,5.6317101739835E-17,1792.88935474241,92.2781499326229,-6362518.44659298
0.7,0,0,0,0,92.5589452758431,1.24715258493388E-05,4.09822595987323E-06,0,160.825437117499,5.61777393303383E-17,1792.88935477795,92.2781499363482,-6362518.44657798
0.9,0,0,0,0,92.5589452665299,1.25019610324008E-05,4.13576644397201E-06,0,160.691724664228,5.63065471780268E-17,1792.88935477596,92.2781499316916,-6362518.44657806
1.1,0,0,0,0,92.5589452749118,1.25065335268483E-05,4.12279672264102E-06,0,160.762016538708,5.62622478705646E-17,1792.88935477479,92.2781499363482,-6362518.44657856
1.3,0,0,0,0,92.5589452655986,1.25089189595656E-05,4.13483911802562E-06,0,160.707385720458,5.63818159871914E-17,1792.88935477524,92.2781499316916,-6362518.4465779
1.5,0,0,0,0,92.5589452749118,1.2510107516154E-05,4.14654260080312E-06,0,160.652478467336,5.62445536441389E-17,1792.88935477572,92.2781499363482,-6362518.44657746
1.7,0,0,0,0,92.5589452646673,1.25095147800042E-05,4.13514343981051E-06,0,160.706861434545,5.62684050165082E-17,1792.88935477518,92.2781499316916,-6362518.44657792
1.9,0,0,0,0,92.5589452739805,1.26207532953887E-05,4.21328975961331E-06,0,160.507581862801,5.63803645078841E-17,1792.88935476513,92.2781499354169,-6362518.44657986
