MET,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,PITCH,AoA,Q,MASS,ETA:APOAPSIS,APOAPSIS,PERIAPSIS
-4.94,0,0,106.194167872891,0.00254249498249741,5.91565178849461E-05,0,89.9899409332721,1.34211929981347,3.71356936423166E-11,51.0678825378418,0.000259530783637274,92.4907953608781,-6362518.44167467
-4.84,0,0,106.194168527611,0.00254319842121895,5.42743461604708E-05,0,89.9899466825787,1.23284072986696,3.73355032309585E-11,51.0678825378418,0.000259613746266041,92.4907957063988,-6362518.44194512
-4.74,0,0,106.194168441929,0.00252984927424185,5.39670375174551E-05,0,89.9899451472288,1.23117993261223,3.75853647997274E-11,51.0678825378418,0.00025825108934896,92.4907961636782,-6362518.44189158
-4.64,0,0,106.194168120623,0.00256193349858099,5.43503900578755E-05,0,89.989935798378,1.22485336377288,3.72502512061907E-11,51.0678825378418,0.000261526954886904,92.4907957538962,-6362518.44186013
-4.54,0,0,106.194167988375,0.00249725599132147,5.6718925673525E-05,0,89.989946682615,1.31121470388014,3.73675779703845E-11,51.0678825378418,0.000254916167591546,92.4907953757793,-6362518.44178298
-4.44,0,0,106.194164837711,0.00254866473920969,6.1651777231051E-05,0,89.9899488099229,1.39530887918379,3.73713523200519E-11,51.0678825378418,0.000260154873672036,92.4907951764762,-6362518.44155713
-4.34,0,0,106.19416864682,0.00250096831835056,5.65759423329052E-05,0,89.989946682615,1.30497739822816,3.73340659169222E-11,51.0678825378418,0.000255295636861774,92.4907956905663,-6362518.44179011
-4.24,0,0,106.194167650305,0.00252255642256711,6.00999237763411E-05,0,89.9899361168487,1.37499729831803,3.73939612647732E-11,51.0678825378418,0.000257492126706893,92.4907963871956,-6362518.44164575
-4.14,0,0,106.194167154841,0.00253892743688019,5.68201005945302E-05,0,89.9899432759008,1.29083289519801,3.70152416199359E-11,51.0678825378418,0.000259171870652608,92.4907953171059,-6362518.44180152
-4.04,0,0,106.194165342487,0.00247765659386782,5.49476806450645E-05,0,89.9899335187131,1.28024138698706,3.72314170052291E-11,51.0678825378418,0.000252918529440649,92.4907953897491,-6362518.44183527
