TIME,THRUST,MAXTHRUST,ALTITUDE,SPEED,GROUNDSPEED,ACCELERATION,AoA,Q,APOAPSIS,PERIAPSIS
-6.84,0,0,100.830431367271,0.00316626015082791,1.21846607986059E-05,0,0.218202555076945,5.51319035597606E-11,89.9943154389039,-6362518.45808401
-6.64,0,0,100.830431144685,0.00315240640371314,2.35588825686891E-05,0,0.424535447628912,5.54173225799663E-11,89.9943155348301,-6362518.4581311
-6.44,0,0,100.830432167277,0.00314167069884212,7.30646871641279E-06,0,0.136481990083109,5.52409484995621E-11,89.9943151529878,-6362518.45820214
-6.24,0,0,100.830433099531,0.00314579800966536,9.59700590851909E-06,0,0.174024028212226,5.54586217172224E-11,89.9943158524111,-6362518.45804679
-6.04,0,0,100.830432379618,0.00315320590757026,2.56545654948488E-05,0,0.461432746838945,5.5286036459182E-11,89.9943155637011,-6362518.45824802
-5.84,0,0,100.830431312323,0.00315551422274207,1.17450850535317E-05,0,0.208355028091456,5.52239614026725E-11,89.9943151324987,-6362518.45821718
-5.64,0,0,100.830431294627,0.00315448370554208,5.41817743354451E-06,0,0.108824167847891,5.53004777795824E-11,89.9943150645122,-6362518.45795803
-5.44,0,0,100.830430309288,0.00313472183528463,1.30197873865972E-05,0,0.2448371934945,5.53845008557628E-11,89.9943147795275,-6362518.45800383
-5.24,0,0,100.830433173105,0.00315231305860983,2.49976124059159E-06,0,0.0466034861564436,5.53677248707294E-11,89.9943153560162,-6362518.4581238
-5.04,0,0,100.830431276001,0.00314033019088269,9.48008303796976E-06,0,0.170771277376594,5.51592015087885E-11,89.9943146081641,-6362518.45810088
-4.84,0,0,100.830432135612,0.00314719694383812,8.08544904047305E-06,0,0.14207359935417,5.5693671902856E-11,89.9943152908236,-6362518.45821171
-4.64,0,0,100.830431818031,0.00315384375985123,6.95424876225246E-06,0,0.125987055276213,5.54489839705163E-11,89.994315228425,-6362518.45829827
-4.44,0,0,100.830432184972,0.00315336892314148,5.80730977740748E-06,0,0.114701876132553,5.52542723237889E-11,89.9943150281906,-6362518.45792415
-4.24,0,0,100.830431547947,0.00314936266117768,1.43658630746122E-05,0,0.267706932170649,5.54400221915052E-11,89.9943150682375,-6362518.45802366
-4.04,0,0,100.830430336297,0.00313797838042456,1.34660047288206E-05,0,0.24713068385022,5.54214269485762E-11,89.9943149816245,-6362518.45833266
-3.84,0,0,100.83043090906,0.00315388890514514,5.9293390805411E-06,0,0.117800343701621,5.53605617959261E-11,89.994315225631,-6362518.45797035
-3.64,0,0,100.830431658775,0.0031194052064119,1.93891101720058E-05,0,0.35947147911039,5.53597572279811E-11,89.9943150179461,-6362518.45823813
-3.44,0,0,100.830432620831,0.00315194413461206,1.60030700605133E-05,0,0.283836081435308,5.53306218659827E-11,89.9943151529878,-6362518.45839691
-3.24,0,0,100.830432893708,0.00316113606433288,6.56921914476013E-06,0,0.116783222973145,5.51741033337936E-11,89.9943152358755,-6362518.45812658
